@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'with that , some of the new songs that never were will be posted shortly for those of you who want to hear it','',neutral
'sorry for the letdown , and i can not speak for everyone else , but i\'d rather have this happen now than later','',negative
'( our individual pages are under the \" members \" section )','',neutral
'you will all receive notices of any skyline updates and/or updates of new projects involving anyone from tso ( past or pseudo-present )','',neutral
'well , my mil arrived yesterday','',neutral
'the one bad thing is that she got news this morning that her 21 y/o kitty , aunt becky , passed away last night','',negative
'she knew the kitty was not doing well ( she has not been for a while now , but kept rallying ) , so it was not a shock at all , but still sad','',negative
'i think aunt becky was waiting for my mil to leave yesterday for her trip here','',neutral
'aagii , my mil\'s neighbor , is of the bear clan and is very traditional in her ways','',neutral
'my sil and niece came over yesterday afternoon to collect our great-nephew , brandon','',neutral
'he wanted b to stay at least for today so that he had a day off to play with him','',neutral
'they still are not sure what is going on with the transplanted kidney as it appears to be \" peeling like an onion \" , but his potassium and sugar and such are leveling out and he is feeling better','',positive
'hey , how has everyone been lately','',neutral
'and there has been so much going on','',neutral
'do you know the feeling','',neutral
'so last week was the thanksgiving long weekend and it was sooo sweeeet','',positive
'my sister came back from university and it was ( surprisingly ) nice to spend time with her again !','',positive
'lol just kidding','',positive
'anyways , on monday i got to see some of my favourite people and that was really fun as well 😃 go augustine inc .',😃,positive
'and i believe that god gave me this amazing opportunity for a specific reason and there\'s no way i\'m turning it down','',positive
'please just pray for me and the trip and the other people who are going ( i\'m not sure who yet so i shall keep it on the dl','',neutral
'lol )','',positive
'i just feel like we re all getting caught in the whirlpool of life ( hehe what a funny term ) and i just wanted to urge you guys to not forget about checking up on each other','',positive
'sometimes , all we need is that little encouragement or motivation to get us going again','',neutral
'😄 lol wow',😄,positive
'besides from that random addition by my kooky self i hope you know what i\'m trying to get at , because i know for me , that\'s how it is . i need you guys to help me through','',neutral
'first of all , i would like to say that i am proud of myself','',positive
'what i completed in one day today , was not possible to me last week','',neutral
'i walked into my first period only to find a sub','',neutral
'i asked the sub if he did not mind my taking over , and of course he complied','',neutral
'so the bell rang , the sub introduced himself and i took over','',neutral
'i allowed them 10-15 minutes to finish up the work from yesterday before we began a new piece of literature','',neutral
'this was a very short reading so i gave the class an assignment to go along with the reading','',neutral
'the period ran smoothly under my direction most suprisingly to me . i actually liked being thrown into the situation without having prior knowledge','',positive
'on the other hand , i did know that today i was to teach a full period lesson to my freshmen for periods 3 & 6','',neutral
'i began my lesson by explaining what the term \" mood \" meant','',neutral
'to give them a better understanding of how \" mood \" works , i presented them with a paragraph that i wrote on the overhead','',neutral
'after i was done reading my paragraph , i had the students tell me what was the mood i had created','',neutral
'that was a segway into today\'s story','',neutral
'i gave a brief background on the author and the story before we began','',neutral
'after certain spots , i would have them go over plot summary just to make sure they were following along','',neutral
'after a discussion , i asked them to take out a piece of paper','',neutral
'they answered on their papers , then shared out as a class','',neutral
'wow , i hardly ever have plans','',positive
'i went to the ovac volleyball tournament this morning , and was gone almost all day , and i\'m going skating with one of my friends tonight','',neutral
'i\'m the libero tracker','',neutral
'and the parents club decided to pay for our breakfasts , so i got a free buffet','',positive
'i tried to pay her back , but she would not let me . so i got a free spiffin sweet green tie-dyed ovac shirt , too','',positive
'today rocks','',positive
'i was gonna call my best friend and see if she wanted to go , but she was not there','',neutral
'she\'s not a skating-type person , though','',neutral
'we will just have to drag her down to the rink one of these days , lol','',positive
'i love skating','',positive
'i always fall on my ass every five minutes , though','',neutral
'i outgrew my skates , and i do not like renting','',neutral
o___,'',neutral
'what can i say','',neutral
'she\'s amazing','',positive
'like , most definetely on my top favorite authors list','',positive
'in fact , there\'s only about three authors whose books i will buy , no matter the storyline','',neutral
'and yes , i read hundreds , thousands of books from other people','',neutral
'i\'m a writer','',neutral
'i love making up stories , retelling stories , and writing down everything','',positive
'i know that','',neutral
'and after reading stephenie\'s story about how real her characters are','',neutral
'mine pretty much are bland','',negative
'the story leads me , not the people who grace the page','',neutral
'what they like to eat , what music they like , etc . and i don t !','',positive
sigh,'',negative
'well , i know that a lot of my lj friends are writers , too','',neutral
hm,'',neutral
'well , any advice on writing would be appreciated','',positive
'when ordering a tonic , you mean a coke','',neutral
'you actually enjoy driving around rotaries','',positive
'you know how to pronounce the names of towns like worcester , billerica , haverhill , barre and cotuit','',neutral
'you know that there are two bulger brothers , and that they re both crooks','',negative
'you know what they sell at a packie','',neutral
'you can actually find your way around boston','',neutral
'you know at least one guy named sean , pat , whitey , red , bud or seamus','',neutral
'you have never been to cheers','',neutral
'the curse of the bambino is taught in public schools','',negative
'you own a \" yankees suck \" shirt or hat','',negative
'you think doug flutie is the greatest athlete ever','',neutral
'you pray for the red sox to win the world series not this season , but in your lifetime','',neutral
'you know that \" big dig \" is also a kind of ice cream you can get at brigham\'s','',neutral
'you never go to \" cape cod \" , you go \" down the cape \"','',neutral
'you re aware that there is a town , somewhere in massachusetts , named brimfield where they have the biggest outdoor antique market in the world','',neutral
'you know that the mass pike is some sort of strange weather dividing line','',neutral
'you do not recognize the letter \" r \" as a part of the english language','',neutral
'you ve slammed on your brakes to deter a tailgater know at least three tony s , one vinnie and a frankie paranoia sets in if you can not see a dunkin donuts , atm or cvs within eyeshot at all times','',neutral
'year round you still try to order curly fries from burger king you order iced coffee in january you know what candlepin bowling is you drive 45 minutes to new hampshire to save $5 in sales tax you ve pulled out of a side street and used your car to block oncoming traffic so you can make a left','',neutral
'you ve bragged about the money you ve saved at the christmas tree shop you know what a \" regular \" coffee is . you actually get these jokes and pass them on to other friends from massachusetts','',positive
'so , ok , this happened like week before last , but i thought it was funny enough to mention today',ok,positive
'so brandon and i were chilling out one night at home , after being out all night , and we decided to step out on the patio for a quick smoke','',positive
'well , the new dog ; louis , went running out onto the patio and barking up a storm , as i stuck my head out , there sat this stupid young dude trying to break into my neighbor\'s ( across the street ) car','',negative
'911 operator asked \" is it a white guy or a latin guy \"','',neutral
'one cop came , he talked to me for two seconds and then drove down the street a second','',neutral
'this time , unfortunately , he\'d broken into the car already and was fishing things out','',negative
'i pick up my phone on the balcony and call the cops wihle i\'m walking behind this joker','',negative
'the cops come outta nowhere this time','',positive
'so 12 cops to investigate one car break in','',neutral
'so basically i ve met three new neighbors and we have like a community watch going on now','',neutral
'but now i feel much happier and safer , and the neighbors all love me . did i mention it was after 2am every time the break-in occurred','',positive
'they still love me , even though i woke them up at the butt-crack of dawn','',positive
'it\'s a beautiful thing','',positive
'😮 ) although i feel like i ve been on a really bad episode of law & order now',😮,negative
'there are moments in our lives when we find ourselves at a crossroad','',neutral
'afraid , confused , without a road map','',negative
'of course , when faced with the unknown many of us would turn around and run back','',negative
'but once in a while , people push on','',neutral
'into something better','',positive
'something just beyond the pain of going on alone and just beyond the bravery and courage it takes to let someone in , or let them fade away','',negative
'and it\'s only when you re tested that you discover who you can be','',neutral
'my worst fears have been personified','',negative
'no dates','',neutral
'no nothing','',neutral
'i only know that it could be anytime within the next 60 days','',negative
'there\'s nothing else i can say or do to change the situation','',neutral
'woot i finally got an ipod with video ( 30g )','',positive
'its kinda bad because i was feeling really sad/unhappy the day i baught it','',negative
'but i ve been wanting it for like a year now , just never had the money , and never wanted to charge it','',neutral
'but oh i was a bad girl and put it on my best buy card','',negative
'i got a black one , and oooh its so sexy','',positive
'i got a leather case for it , but need to get some clear protective sheets for it too','',neutral
'maybe a full case too , because the lil black pocket thing it came with is a little too snug , i have to force the lil bitch into it all the time','',negative
hey,'',neutral
'~ apple ipod sock','',neutral
'i lost 3 pounds this week','',neutral
eh,'',positive
'its not that much but hey its something','',positive
'the season is changing','',neutral
'we had our first snowfall just the other day , the trees have gone to sleep and finally the walnuts have stopped falling on my garage roof and scaring me when i take my still lame dog out to take a shit before bed','',negative
'a lot of things have happened to me in the past six months , since the beginning of summer','',neutral
'three very dear friends of mine have lost very important people in their lives , and i have had to be the strong one they can lean on','',negative
'though i do not mind this one tiny bit it has been odd for me . i\'m rarely the strong one','',positive
'i am usually the one reduced to laying on the big green couch in the fetal position eating leftover pizza and crying about nothing and everything all at once','',negative
'turns out it has just made me question pretty much everything that i thought i knew','',neutral
'did not see that one coming','',positive
'well , maybe i do','',neutral
'but that scares me even more','',negative
'talk about a life change','',neutral
'i love him dearly and will forever , but i definately was not ready for that','',positive
'i find myself again , stuck in a place where i have to rediscover myself all over again','',neutral
'in a word , lost','',negative
'i feel lost','',negative
'very disconnected to everyone and everything , not sure where to go from here','',negative
'but i do not want to admit that yet','',neutral
'so stay tuned','',neutral
'another two words for you : john hughes','',neutral
'gotta milk those quarter-life crises for all they re worth','',negative
'do not get another one for 25 more years','',neutral
'have a great idea for a new scarf','',positive
'want to get it done in time for the next snowfall','',neutral
'well , i seem to have done that','',neutral
'i did not mean to hurt this person at all','',negative
'i was just scared','',negative
'i\'m scared of my future','',negative
'i look ahead and i want to see me being a successful missionary/psychologist , married , with kids , and a great life','',positive
'however , it seems the decisions i have been making are hindering that','',neutral
'un-happy people','',negative
'people everday get divorces , commit adultery and i do not want that','',neutral
'i do not want to get hurt','',negative
'* sighs * i have a bad habit of hurting people before they can hurt me . like if i think that someone could and might hurt me then i hurt them first','',negative
'then i think if i commit myself to this person only , what if i\'m missing out on someone else','',negative
'what if this is not the right person for me and i\'m making a huge mistake','',negative
'but then i also think what if they are the right person','',neutral
'some people say , \" katrina , do this , \" others say , \" katrina , do that .','',neutral
'i don\'t know ! ! ! ! ! ! ! ! !','',neutral
'i will wait for god to show me what he wants me to do','',neutral
'i just have these moments when i start trying to do things without god and that never works','',neutral
'i will post back when i get it','',neutral
'welp today has been a long tiring day lol','',positive
'we lay him on our chest and he zonks out pretty fast and now hes so used to it he will not sleep in his crib or basinet so we have to find a way for him to sleep in the crib','',neutral
'doctor says not to let them sleep on there belly for a while and thats the only way he sleeps good','',positive
lol,'',positive
'i need a nap though i will tell you that lol','',positive
lol,'',positive
'he sleeps most of the day and then never sleeps at night','',neutral
'oh well i know its something that comes along with having a baby lol','',positive
'i will be glad when my mom gets here so we can go to wal-mart and then i can come back home and take a little nap','',positive
'i am not to thrilled about going over there','',neutral
'lol , and so we figgured we would just go to six flags','',positive
haha,'',positive
'thats what you get for rubbing it in my face that your 21 and im not !','',neutral
lol,'',positive
'our one year wedding anniversary , we had landon this month , david\'s birthday today , other family members birthdays that are this month , halloween and tons of other stuff lol','',positive
'i still need to do laundry later and i need to do the dishes and then maybe just maybe i will get to lay down for a bit before he wakes upehh prolly not lol oh and for everyone that wants to see the baby if there is not a nice day coming up you may have to come to my house because its to cold for us to be taking him out in this weather , i do not need a sick baby along with my hundred other problems lol , that or you can come visit when we are over at my grandpas , other than that your s.o.l on seeing my lil stud muffin lol','',positive
'maybe it is , i dunno','',neutral
'i am once again becoming an ot whore , which was originally to buy myself a new gun ( springfiled xd40 3 \" subcompact )','',neutral
'the ot whoring now is to make enough to pay bills on time , not to buy new and fun things','',positive
'at least the price of gas is going down , $1.99 per gallon across the street now','',neutral
'the job is still just that','',neutral
'i have a new pic of melissa and i , which i will post shortly','',neutral
'we just celebrated 3 great months on the 8th , and last night we carved pumpkins ( she brought me a pumpkin , it was pretty sweet )','',positive
'bagpiping got moved to one of our \" together \" nights , so that puts a small damper on the time we see each other for every week','',negative
'oh well , at least we can make it work without lots of time','',neutral
'it\'s kinda far from where i am , but it is worth it','',neutral
'the shooting is unlimited for the most part between 8a and 10p','',neutral
'this is good for the odd hour shooter like me . also , there is a 25 yd outdoor range , which accepts a variety of loads ( shotgun , magnum , etc )','',positive
'the best part is , i shoot pretty well there , and the lighting is really good','',positive
'if anyone is interested , it\'s the phillipsburg pistol club , and can be found on the web ( just google it\'s name )','',neutral
'i will write more later','',neutral
'we are starting to get some interesting inquiries','',positive
'i made contact with various pentagon types who deal specifically with the uso and stand down concerts on a variety of military installations in california','',neutral
'who knows where we will be playing in 2007','',neutral
'in the mean time we have a huge private party in april booked and the mateel arts and music festival for june as well','',neutral
'anyone who wants one i will send one','',neutral
ha,'',positive
'would not that be a gig !','',neutral
'leaving for irvine on the 18th for maiden','',neutral
'i\'m at penn state for the weekend','',neutral
'but i love it','',positive
'like thousands of people poured into the street last night for excitement','',positive
'lots of people had sex','',neutral
'tonight is the michigan vs . psu game','',neutral
'maybe i will put on some mac','',neutral
wow,'',positive
'last night i had a long discussion at 4 👨 0am about xanax addiction and molestation','',neutral
'i do not drink anymore','',neutral
'and this hair','',neutral
'that\'s a polite way of saying','',neutral
'your hair looks like shit mary','',negative
'she has 4 boys staying her who attend west point','',neutral
'they re cute','',positive
'so i toned down the performance and slept until right now','',neutral
'everyone is gone and i just cleaned up , so now i\'m going to loosen up my buttons , take a long hot shower , put on my clothing and my adorable pea coat , and make my way downtown','',positive
disaster,'',negative
'i almost died','',negative
'look at me ! i\'m like ellen on straight television','',neutral
'oh and ps .','',neutral
'totally mine','',neutral
'the other week i was at roxy with robbie and company and the crack house came up','',neutral
'\" how much you give me for this bacon ?','',neutral
'nevermind , i ve got an arabic test i could be studying for','',neutral
'ones worth retelling','',neutral
'within a week i bid on and won about 14 cookie jars','',positive
'they are just so cute i can not resist them although i think i am under control now','',positive
'i still have six that have not arrived yet','',neutral
'the lady at the post office is starting to laugh at me . where am i going to put them all','',positive
'i have only had one bad experience on ebay so far','',negative
'one cookie jar was not packed well','',neutral
'it was broken','',neutral
'i emailed the seller and told him about it and he was very arrogant and rude','',negative
'well , needless to say his packing job was far below any i have seen so far','',neutral
'i told him he was a f ---- ing a -- hole and gave him a negative rating','',negative
'he in turn gave me a negative rating','',negative
'man . i just can not seem to keep out of trouble','',neutral
'and because i am such a perfectionist the negative rating had me bummed for awhile but now i am better','',negative
'i even sold a few things on ebay','',neutral
'i see frankie at the junkyard has several electric blankets','',neutral
'will have to work on that enterprise','',neutral
'we have been staying pretty close to home but still having a good time','',positive
'it has finally cooled down a bit which is a big relief','',positive
'there always seems to be much to do around here and we do not seem to get much done','',neutral
'i love my \" nap and story time with booboo every afternoon .','',positive
'that means i recline on the couch with a good book after lunch and booboo my cat is always stretched out on my lap','',neutral
'then he wants to put in an underground sprinkler system before we plant grass in front','',neutral
'it just all takes time and money','',neutral
'well , must go put dinner in the oven','',neutral
'today i also made a devils food bundt cake with chocolate chip glaze','',neutral
'y all have a good night','',neutral
'oh shit , day by day update',shit,negative
'so , i love 4 day weeks of school , i really do','',positive
thursday,'',neutral
'then later hung out with some loser until like 12','',neutral
'chels and i cleaned my room , which was much needed','',neutral
'i came home and got my stuff together to go up to the kid\'s camp','',neutral
'first off , it\'s a hike to get up to this place , and i can not see worth shit in the dark','',negative
'we were up there for awhile and idk why or how , but ryan pushed me off of this bench and i fell flat on my back scraping my hip up , which hurts ha','',negative
'then they were cutting this damn tree down , and they made me go with then by dragging me over since i did not want to go , and when i tried to sneak away','',negative
'i guess i walked behind ryan right when he swung this huge ass axe and he swung it right into my face','',negative
'not only all that , i ended up calling aubrey , and ending up balling like a baby , because i really do miss her and everything we used to have','',negative
'even after getting off the phone with her , i balled forever','',negative
'plus , i did not eat anything at all yesterday , and i ended up getting really sick','',neutral
'it was real lame','',negative
'ehh other than that it was a good time','',positive
'today , chels made me a sandwhich since she loves me , and i had some soup so i feel better','',positive
'i\'m going out for a little tonight , and then i\'m gonna see if ash and beck want to stay','',neutral
'it all started a month ago in kickboxing class ( at least that part sounds way cool .','',neutral
'yeah , i know , right up there with custer laughing off a few measly indians','',positive
'anyway , i get home and notice my knee feels kinda tight','',neutral
'but after a month , that has not really happened','',neutral
'but my beloved g.p. , who usually just prescribes stuff for me over the phone , starts throwing around words like \" orthopedic , \" \" surgery , \" and \" x-rays \" and i start thinking , \" oh shit !',shit,negative
'of course once he says the magic words ( \" degenerative arthritis \" and \" not uncommon at my age \" ) i do a total brain freeze and hear pretty much nothing afterwards','',neutral
'so what\'s a girl to do to cheer herself up','',positive
'so i\'m old , but i have these really cute etienne aigner boots to show for it','',positive
'my gene pool used to lie before me like a pretty lake and i rarely gave it much thought','',positive
'well , you know what','',neutral
'in the last fifteen years','',neutral
'job , wife , two kids , house , car','',neutral
'the path that society lays down for people like me','',neutral
'the times i have felt most free , most alive','',positive
'the times we have been at our best , have shone brightest','',positive
'skipped a line or a page or an act','',neutral
'read sections backwards','',neutral
'or just set fire to the whole thing and made it up as we ve gone along','',negative
'this is me , my self-fashioned self','',neutral
'this happened again today','',neutral
'sucks for levon but he said he would not let me drive with the trailer anyways','',negative
'plus , this means i can get my drivers license in az which means it will be good for 65 years !','',positive
'i know i can drive that\'s not my problem i just need to study more for the written','',neutral
'happy birthday jamie !','',positive
'but i\'m free til aug . 31st','',neutral
'everybody call me . just letting you all know i suck at at tests','',negative
'first : heh heh heh , so appropriate fer me','',positive
'\" i dunno , press the button and find out .','',neutral
'i leave for london in nine days','',neutral
'could not the fucking terrorists decide to get caught , you know , after i landed','',negative
'they had to be stupid terrorists and think in their fundementalist clouded minds that they\'d change the world','',negative
'or convert everyone to islam , or just blow you up one by one in a fucking plane , train , or automobile','',negative
'let me calculate how long that will take with current rates of reproduction and the current world population','',neutral
'so fuck off','',negative
'so far , all you ve done is to cause international travellers the annoyance of having to hand over their toothpaste and make sure their baby\'s formula is not nitroglycerin by drinking some','',negative
'you ve killed less people in the last six years than we did to ourselves in a week in 1916','',negative
'so fuck off','',negative
'if you read history instead of fucking dogma all the god damn time you\'d realize we re perfectly capable of raining destruction upon ourselves in a very effective manner , thank you very much','',negative
'we do it much better anyway','',neutral
'how about you ignore us , we will ignore you , you all can go to heaven and we can all be infidels and suffer through our evil','',negative
'the state of our souls','',neutral
'what do you care if all ours are all bad','',negative
'the quota might drop to 45 or something','',neutral
'i\'m being a little flippant here , but i\'m sure you get the point','',negative
'oh right , i forgot , that\'s a no go area either','',neutral
'you may think yer winning , but yer not','',neutral
'because you are annoying us','',negative
'which is worse than pissing us off','',negative
'because when you piss us off , we have to used measured restraint','',negative
'we have to be diplomatic','',neutral
'when you annoy us long enough no one will care about restraint','',negative
'we will just let our governments do whatever the fuck they want because we want to brush our fucking teeth on a plane after some really bad airplane food','',negative
'never underestimate the power of wide spread apathy and annoyance','',negative
'i am a rational , intelligent , rather well informed individual','',neutral
'and i\'m annoyed','',negative
'in nine days i will spend probably 5-6 hours in aiports , whereas , 10 years ago','',neutral
'why must i show up three hours early for my flight','',neutral
'its your fault , it really is . so when i\'m standing in line , or waiting around , i will be thinking of you','',negative
'trying to keep my rational and logical mind from straying to bad thoughts about how stupid the human race is and how religion is nothing but trouble','',negative
'and try and sympathize with those being racially profiled ahead of me and making for an even longer wait in line','',negative
'fuck off','',negative
'the job was frustrating today','',negative
'well , actually , i have to be , but','',neutral
'it\'s annoying as all get out','',negative
'he will be like','',neutral
'but i sent in a check 3 weeks ago','',neutral
'i look up the address he mumbles to me and see that no payment has come in for 5 months','',neutral
'then they throw a little hissy fit for 5 minutes as i repeat myself over and over','',negative
'and then they hang up','',neutral
'and then i get an equally obnoxious call','',negative
'this happened an unhealthy amount today','',negative
so,'',neutral
'but really , ive only had the job a few weeks','',neutral
'that never happened','',neutral
'and then the dispatcher was all pissy with me over some redelivery shenanigans i was doing wrong','',negative
'i saw phil','',neutral
'we sat outside on his porch','',neutral
'talking about running into ongoing traffic and killing himself , and doing weed','',negative
'sheldon and i told him to shut up','',negative
'he got up and said he does not have to take this from us and was especially angry at me . i was a mega bitch to him','',negative
'i tried to control myself','',neutral
'he was so good-looking','',positive
'he has a new eye brow piercing','',neutral
'words like that made me and phil stop smiling , look straight at sheldon , and say \" shut up \" at the same time','',negative
'it\'s still too soon to make those comments','',neutral
'hell , never make them','',negative
'because he knew i needed the reaction','',neutral
'a couple of times sheldon would say things to him and he would get angry and tell him to shut up','',negative
haha,'',positive
'i let him slip','',neutral
'he did not want to make eye contact with me , but we made eye contact a lot','',neutral
'it was brief , and every single time , we would smile','',positive
'and i did not try to touch him','',neutral
'the whole way there he was grabbing onto poles and screaming like a banshee and his friend johnny ( who came along ) got a swift punch in the nuts from phil','',negative
'i asked phil , \" what the hell are you doing ? \" and he looked angrily at me . like i did anything wrong','',negative
'was i wrong to be taken aback by that ?','',positive
no,'',neutral
'i started talking to him about why he was so mad , and he said \" you called me retarded \" , and i explained that he was being a prick','',negative
'and he said that since he started drugs , he\'s a prick','',negative
'and that it\'s him now','',neutral
'he \" whatever \" ed me . ugh','',negative
'i told him he did not lose me , and he just looked at me and did not say a word','',neutral
'you just do not show it anymore .','',neutral
'phil walked away quickly','',neutral
'they followed , but daniel took two minutes to look back at me . i was angry','',negative
'my facial expression was beyond hurt','',negative
'\" yeah , i\'m going to go home .','',neutral
'\" no , i\'m going to go .','',neutral
'\" is it really that hard to tell ?','',neutral
'i know i should not have been snotty about it but i thought it was fucking obvious','',negative
'i called home to as my mom for a ride but she said she was busy , i was near crying and she was \" busy \"','',negative
'like 10 minutes into walking home aaron pulled up to drive me home','',neutral
'we hung out in his car for the rest of the day talking and laughing','',positive
'ive missed it so','',negative
'the trip was fantastic , plimoth was old and there were real live pilgrims everywhere , salem was cute and adorable but very touristy , ithaca was gorgeous and adorable and joel was there so the whole thing made me very happy and clearly that was the highlight of the trip , niagara was fantastically beautiful but boring once you ve seen the falls , buffalo was sketchy but had great wings and now im home , and i think it\'s the most wonderful place ive ever been and i dont ever want to leave','',positive
'well , give me two weeks and i will be out of here but for now , it\'s good','',positive
'it was wonderful to be away from home but it is indeed wonderful to be back','',positive
'i had a lot of time to myself in the car which i used','',neutral
'i felt particularly inspired a few hours after we left ithaca becos i had finally finished stone garden and reading that book always sends me into great fits of creation','',positive
'maybe i will share some day , and maybe i wont','',neutral
'the only thing im sure of at this moment in time is that life is beautiful and i am just so satisfied and so content','',positive
'but for now im going to go experience how fabulous the night sky smells','',positive
'good bye :','',neutral
'work is going well i suppose , most people are nice and i ve been warned of which ones are better to avoid','',positive
'they re starting to put me in other parts of the store , which is kind of nifty','',positive
'i ve been having random fears and doubts lately , but that happens','',negative
'i suppose there\'s been a fair amount of drama , including some with my ex sadie','',negative
'i went to her house a couple days ago and kind of figured we\'d easily be back together , but there seem to be a number of things in the way','',neutral
'it will turn out one way or another','',neutral
'as always','',neutral
woot,'',positive
yeah,'',neutral
later,'',neutral
'but i , with my mad photoshop skills , was able to convert it to the corect color space while faithfully maintaining the appearence and detail of the image , including the gradations','',negative
'and i did it in about 10 minutes','',neutral
'i\'m the man','',positive
'p.s. if you do not understand exactly what i did ( it\'s a bit technical ) , just know that it was impressive and i rock','',positive
'so it\'s friday night and here i am in front of the computer screen','',neutral
'we decided we\'d watch as much episodes as possible and also made a promise none of us would use the computer','',neutral
'but anyway , so we watched tv during the morning and when 4pm came by , we decided to do laundry and play burnout 3 ; i beat his ass','',positive
lol,'',positive
'then , my parents came home and i deicided i\'d make donoughts','',neutral
'i guess today was somewhat fun , considering i spent the day with my younger brother','',positive
'but other than that , i feel really alone right now because it\'s friday and i\'m home','',negative
'i have not really been going out much and it just makes me mad since i told myself this summer i\'d make the best of it since i\'d be going to university in september','',negative
'gosh , in exactly one month school\'s going to start and boy am i nervous','',negative
'do your job and do it well- and it will speak volumes for you','',neutral
'congratulations- and welcome to corporate america- where the vice presidents and senior officers and managers do not hibernate -- they walk among you','',positive
'i love it','',positive
'i\'m focused','',neutral
'i have a 99 average in my class','',positive
'i\'m loving the call center','',positive
'when your trainer comes into the room all smiles after lunch and announces that she moved up one level- ( from abt trainer 1 to abt trainer 2 ) and got a $ 10,000 salary increase','',positive
'think i will stay at aflac','',neutral
'it makes me sick that my trainer is 24','',negative
'i could be an it specialist v in 4 years','',neutral
'the advancement opportunities are just awesome','',positive
'the sole stipulation : do your time first','',neutral
'spend 1 year answering calls for the claims spread- and then be free to go to where-ever your heart desires','',positive
'just move somewhere else','',neutral
'i want that','',neutral
'i want a family','',neutral
'i ve been staying at mary\'s house and she keeps telling me i\'d be an awesome mommy','',positive
'yeah- i really would','',neutral
'i see everyday just how much good that company does','',positive
'( the aflac all-american baseball classic )','',neutral
'she never once had a caller that she did not make laugh- at least once during their call','',positive
'that old quote comes back to me- the origin has slipped my mind , but \" we are the movers and the shakers and the dreamers of dreams .','',neutral
'the corporate world at least','',neutral
'but i ve not talked to the most important person in my life- in over a week','',neutral
'and it\'s killing me','',negative
'i\'m starting to fray at the ends- the next step is to break- somethings gotta give and i\'m pulling with all my might to keep everything together','',negative
'i do not know what to do','',neutral
'i\'m tired of broken promises- and empty dreams','',negative
'the thread to this relationship is wearing thin- it\'s on it\'s last strand- and though he may think it\'s cool to not do what he says hes going to- it\'s not cool to me','',negative
'the worst part is - i love him','',negative
'i love him with every ounce of everything that i am- but try as i might- we just cant get it together','',negative
'it\'s not over','',neutral
'we re still together- and we still have the opportunity to make things right - - - but i\'m a very patient person- and it\'s been close to 5 years now- and my patience is wearing thin','',negative
'i would like to be married before i\'m 23','',neutral
'yes , we are having a small celebration today','',positive
'i am always so happy after talking to him','',positive
'anyway , he said that since he ( and all of the troop ) are having to stay 16 months , they are getting to come home for 5 whole days for leave after they are done with their training ( and before they go to thier permanent post )','',neutral
'the rest of the troop that he was sent with thought they were only going for 12 months','',neutral
'so they thought they were going for 12 and wayne thought he was going for 10 and then one day boom they are staying for 16','',positive
'and every sigle one of them are furious','',negative
'wayne says that the tension is unreal','',negative
'now , they do not know yet when that will be , but i do not care','',neutral
'that was the first thing that i thought \" will that cut down yalls rnr ? \" and he said no','',neutral
'alley still has not had those pups','',neutral
'i told her that she better get on the ball and she looked at me and yawned so maybe that was a yes , lol','',positive
'if not i may have to get her a shot to induce labor','',neutral
'we will see','',neutral
'that was one of the first things that wayne wanted to know \" hows alley , has she had the pups \" i think he loves those dogs as much as me ! i will never forget the first tail that he docked by himself ( it was tuff\'s tail )','',positive
'i was so proud','',positive
'he had watched me dock two litters but still he did a great job','',positive
'now , he wishes that he was here to help with this litter image','',neutral
'but i am still sooooo excited that i will get to see him for 5 days ! ! ! ! ! ! !','',positive
'i start my very last class monday','',neutral
'\" i love poodie s \" site is so inspiring','',positive
'i feel very uninspiring','',negative
'i am going to give it a try and i apologize if it\'s boring or ugly','',negative
'i can not decide if i want to pay the fee to make it a fancy blog','',neutral
argh,'',negative
'i am currently angry because i want jarred to take me for dq blizzard','',negative
'he is laying like a bum on the couch watching csi : ny','',neutral
'it\'s usually star trek or brady bunch','',neutral
'he the brady bunch','',neutral
'if i went and got in the car right now','',neutral
'oh oh oh he is yelling at me , \" are you ready to go , already !','',negative
'like it\'s me holding up the show','',neutral
'three people have been laid off at the office in the past hour','',negative
'when i come back from my survival course and return to work , i will not have a staff anymore','',neutral
'now the agency is down to 3','',neutral
'i will miss them and can not say goodbye properly now','',negative
'i will have to plan an agency party/reunion at the end of august','',neutral
'> sigh&lt','',negative
'now i\'m ready to get away to the rattlesnakes and scorpions','',neutral
'and barely anyone\'s online','',neutral
wellll,'',neutral
'i\'m excited to move in','',positive
'and i\'m basically packed becuase i never unpacked anything except clothes really','',neutral
'except i have a butt load of stuff in general','',neutral
'thats a lot','',neutral
'and a guita','',neutral
'and also because the darkness and i have formed a band','',neutral
'called the silhouettes ( i came up with the name','',neutral
'pretty scweet','',positive
'lol jk','',positive
'but i want to go','',neutral
'despite the terror','',negative
'and thats all , ciao for now','',neutral
'this week was mucho fun','',positive
'haha he\'s my bestest buddy in algebra , he had abs of steel today , & just for today','',positive
'inside joke inside joke','',positive
'ew , we had this really crappy sub','',negative
'for u.s. history too ! but i love that class [: walking home is always really fun too','',positive
'well for many reason that i`d rather not name online','',neutral
'she was just a pain in the ass & yeeah , sucks to be her','',negative
'mmk on to the next subject , thursday & friday','',neutral
'thursday was like , really fun','',positive
'i was really tired since it was like','',neutral
'i never really noticed it but natalie , ryan , christan & leslie are fun to be around with','',positive
hahah,'',positive
