@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'still need do later and need do and then maybe just maybe will get lay down for before wakes prolly not lol oh and for that wants see if there is not nice coming up may have come because for be taking out in , do not need sick along with other lol , or can come when are over at , other than on seeing lil lol','',positive
'maybe is , dunno','',neutral
'am once again becoming , which was originally buy new \"','',neutral
'whoring now is make enough pay on , not buy new and fun','',positive
'at least of is going down , per across now','',neutral
'is still just','',neutral
'have new of and , which will post shortly','',neutral
'just celebrated great on 8th , and last carved brought , was pretty sweet','',positive
'bagpiping got moved of \" together \" , so puts small on see other for','',negative
'oh well , at least can make without of','',neutral
'kinda far from where am , but is worth','',neutral
'is unlimited for most between and','',neutral
'is good for odd like also , there is outdoor , which accepts of , ,','',positive
'best is , shoot pretty well there , and is really good','',positive
'if is interested , , and can be found on just','',neutral
'will write more later','',neutral
'are starting get interesting','',positive
'made with various who specifically with and stand down on of military in','',neutral
'who knows where will be playing in','',neutral
'in mean have huge private in booked and and for as well','',neutral
'who wants will send','',neutral
ha,'',positive
'would not be','',neutral
'leaving for on 18th for','',neutral
'at for','',neutral
'but love','',positive
'like of poured into last for','',positive
'of had','',neutral
'is vs','',neutral
'maybe will put on','',neutral
wow,'',positive
'last had long at about and','',neutral
'do not drink anymore','',neutral
and,'',neutral
'polite of saying','',neutral
'looks like','',negative
'has staying who attend west','',neutral
're cute','',positive
'so toned down and slept until right now','',neutral
'is gone and just cleaned up , so now going loosen up , take long hot , put on and adorable , and make','',positive
'','',negative
'almost died','',negative
'look at like on straight','',neutral
'oh and ps','',neutral
totally,'',neutral
'other was at with and and came up','',neutral
'\" how much give for','',neutral
'nevermind , ve got could be studying for','',neutral
worth,'',neutral
'within bid on and won about','',positive
'are just so cute can not resist although think am under now','',positive
'still have have not arrived yet','',neutral
'at is starting laugh at where am going put','',positive
'have only had bad on so far','',negative
'was not packed well','',neutral
'was broken','',neutral
'emailed and told about and was very arrogant and rude','',negative
'well , needless say was far below have seen so far','',neutral
'told was ---- -- and gave negative','',negative
'in gave negative','',negative
'man just can not seem keep out of','',neutral
'and because am such negative had bummed for awhile but now am better','',negative
'even sold few on','',neutral
'see at has several electric','',neutral
'will have work on','',neutral
'have been staying pretty close but still having good','',positive
'has finally cooled down which is big','',positive
'there always seems be much do around here and do not seem get much done','',neutral
'love \" and with','',positive
'means recline on with good after and is always stretched out on','',neutral
'then wants put in before plant in','',neutral
'just takes and','',neutral
'well , must go put in','',neutral
'also made with','',neutral
'y have good','',neutral
'oh shit , by',shit,negative
'so , love of , really do','',positive
'','',neutral
'then later hung out with until like','',neutral
'and cleaned , which was much needed','',neutral
'came and got together go up','',neutral
'first off , get up , and can not see worth in dark','',negative
'were up there for awhile and why or how , but pushed off of and fell flat on back scraping up , which hurts ha','',negative
'then were cutting damn down , and made go with then by dragging over since did not want go , and when tried sneak away','',negative
'guess walked behind right when swung huge and swung right into','',negative
'not only , ended up calling , and ending up balling like , because really do miss and used have','',negative
'even after getting off with , balled forever','',negative
'plus , did not eat at , and ended up getting really sick','',neutral
'was real lame','',negative
'ehh other than was good','',positive
', made since loves , and had so feel better','',positive
'going out for little , and then gonna see if and want stay','',neutral
'started ago in at least sounds cool','',neutral
'yeah , know , right up there with laughing off few measly','',positive
'anyway , get and notice feels kinda tight','',neutral
'but after , has not really happened','',neutral
'but , who usually just prescribes for over , starts throwing around like \" , \" \" , \" and \" \" and start thinking , \" oh shit',shit,negative
'of once says \" degenerative \" and \" not uncommon at \" do total and hear pretty much afterwards','',neutral
'so what\'s do cheer up','',positive
'so old , but have really cute show for','',positive
'used lie before like pretty and rarely gave much thought','',positive
'well , know what','',neutral
'in last','',neutral
', , , ,','',neutral
'lays down for like','',neutral
'have felt most free , most alive','',positive
'have been at best , have shone brightest','',positive
'skipped or or','',neutral
'read backwards','',neutral
'or just set whole and made up as ve gone along','',negative
'is ,','',neutral
'happened again','',neutral
'sucks for but said would not let drive with','',negative
'plus , means can get in which means will be good for','',positive
'know can drive not just need study more for written','',neutral
happy,'',positive
'but free til 31st','',neutral
'call just letting know suck at at','',negative
'first : heh heh heh , so appropriate fer','',positive
'\" dunno , and find out','',neutral
'leave for in','',neutral
'could not fucking decide get caught , know , after landed','',negative
'had be stupid and think in clouded that change','',negative
'or convert , or just blow up by in fucking , , or','',negative
'let calculate how long that will take with current of and current','',neutral
'so fuck off','',negative
'so far , ve done is cause international of having over and make sure is not nitroglycerin by drinking','',negative
've killed less in last than did in in','',negative
'so fuck off','',negative
'if read instead of fucking damn realize re perfectly capable of raining upon in very effective , thank very much','',negative
'do much better anyway','',neutral
'how about ignore , will ignore , can go and can be and suffer through evil','',negative
of,'',neutral
'what do care if are bad','',negative
'might drop or','',neutral
'being little flippant here , but sure get','',negative
'oh right , forgot , either','',neutral
'may think winning , but not','',neutral
'because are annoying','',negative
'which is worse than pissing off','',negative
'because when piss off , have used measured','',negative
'have be diplomatic','',neutral
'when annoy long enough no will care about','',negative
'will just let do want because want brush fucking on after really bad','',negative
'never underestimate of wide and','',negative
'am rational , intelligent , rather well informed individual','',neutral
'and annoyed','',negative
'in will spend probably in , whereas , ago','',neutral
'why must show up early for','',neutral
', really is so when standing in , or waiting around , will be thinking of','',negative
'trying keep rational and logical from straying bad about how stupid human is and how is but','',negative
'and try and sympathize with being racially profiled ahead of and making for even longer wait in','',negative
'fuck off','',negative
'was frustrating','',negative
'well , actually , have be , but','',neutral
'annoying as get out','',negative
'will be like','',neutral
'but sent in ago','',neutral
'look up mumbles and see that has come in for','',neutral
'then throw little for as repeat over and over','',negative
'and then hang up','',neutral
'and then get equally obnoxious','',negative
'happened unhealthy','',negative
so,'',neutral
'but really , only had few','',neutral
'never happened','',neutral
'and then was with over was doing wrong','',negative
saw,'',neutral
'sat outside on','',neutral
'talking about running into ongoing and killing , and doing','',negative
'and told shut up','',negative
'got up and said does not have take from and was especially angry at was mega','',negative
'tried control','',neutral
'was so good-looking','',positive
'has new','',neutral
'like made and stop smiling , look straight at , and say \" shut up \" at same','',negative
'still too soon make','',neutral
'hell , never make','',negative
'because knew needed','',neutral
'of would say and would get angry and tell shut up','',negative
haha,'',positive
'let slip','',neutral
'did not want make with , but made','',neutral
'was brief , and single , would smile','',positive
'and did not try touch','',neutral
'whole there was grabbing onto and screaming like and who came along got swift in from','',negative
'asked , \" what are doing \" and looked angrily at like did wrong','',negative
'was wrong be taken aback by','',positive
no,'',neutral
'started talking about why was so mad , and said \" called retarded \" , and explained that was being','',negative
'and said since started ,','',negative
'and now','',neutral
'\" whatever \" ugh','',negative
'told did not lose , and just looked at and did not say','',neutral
'just do not show anymore','',neutral
'walked away quickly','',neutral
'followed , but took look back at was angry','',negative
'facial was beyond hurt','',negative
'\" yeah , going go','',neutral
'\" no , going go','',neutral
'\" is really hard tell','',neutral
'know should not have been snotty about but thought was fucking obvious','',negative
'called as for but said was busy , was near crying and was \" busy \"','',negative
'like into walking pulled up drive','',neutral
'hung out in for of talking and laughing','',positive
'missed so','',negative
'was fantastic , was old and there were real live everywhere , was cute and adorable but very touristy , was gorgeous and adorable and was there so whole made very happy and clearly was of , was fantastically beautiful but boring once ve seen , was sketchy but had great and now , and think most wonderful ever been and dont ever want leave','',positive
'well , give and will be out of here but for now , good','',positive
'was wonderful be away from but is indeed wonderful be back','',positive
'had of in which used','',neutral
'felt particularly inspired few after left becos had finally finished and reading always sends into great fits of','',positive
'maybe will share , and maybe wont','',neutral
'only sure of at in is is beautiful and am just so satisfied and so content','',positive
'but for now going go how fabulous smells','',positive
'good bye :','',neutral
'is going well suppose , most are nice and ve been warned of are better avoid','',positive
're starting put in other of , which is of nifty','',positive
've been having random and lately , but happens','',negative
'suppose there\'s been of , including with','',negative
'went ago and of figured easily be back together , but there seem be of in','',neutral
'will turn out or','',neutral
'as always','',neutral
woot,'',positive
yeah,'',neutral
later,'',neutral
'but , with mad , was able convert while faithfully maintaining and of , including','',negative
'and did in about','',neutral
'','',positive
'p.s. if do not understand exactly what did technical , just know that was impressive and rock','',positive
'so and here am in of','',neutral
'decided watch as much as possible and also made of would use','',neutral
'but anyway , so watched during and when came by , decided do and play ; beat','',positive
lol,'',positive
'then , came and deicided make','',neutral
'guess was somewhat fun , considering spent with younger','',positive
'but other than , feel really alone right now because and','',negative
'have not really been going out much and just makes mad since told make best of since be going in','',negative
'gosh , in exactly going start and am nervous','',negative
'do and do well- and will speak for','',neutral
'congratulations- and welcome where and and do not hibernate -- walk among','',positive
love,'',positive
focused,'',neutral
'have average in','',positive
loving,'',positive
'when comes into after and announces that moved up from and got','',positive
'think will stay at','',neutral
'makes sick that is','',negative
'could be in','',neutral
'are just awesome','',positive
': do first','',neutral
'spend answering calls for and then be free go where-ever desires','',positive
'just move somewhere else','',neutral
want,'',neutral
want,'',neutral
've been staying at and keeps telling be awesome','',positive
'yeah- really would','',neutral
'see just how much good does','',positive
'','',neutral
'never once had that did not make at least once during','',positive
'old comes back me- has slipped , but \" are and and of','',neutral
'corporate at least','',neutral
'but ve not talked most important in in over','',neutral
'and killing','',negative
'starting at next is break- gotta give and pulling with might keep together','',negative
'do not know what do','',neutral
'tired of broken and empty','',negative
'is wearing thin- on last and though may think cool not do what says going not cool','',negative
'worst love','',negative
'love with of that am- but try as might- just cant get together','',negative
'not over','',neutral
're still together- and still have make right - - - but very patient and been close now- and is wearing thin','',negative
'would like be married before','',neutral
'yes , are having small','',positive
'am always so happy after talking','',positive
'anyway , said since and of are having stay , are getting come for whole for after are done with and before go permanent','',neutral
'of that was sent with thought were only going for','',neutral
'so thought were going for and thought was going for and then are staying for','',positive
'and of are furious','',negative
'says that is unreal','',negative
'now , do not know yet when will be , but do not care','',neutral
'was first that thought \" will cut down \" and said','',neutral
'still has not had','',neutral
'told that better get on and looked at and yawned so maybe was yes , lol','',positive
'if not may have get induce','',neutral
'will see','',neutral
'was of first that wanted know \" hows , has had \" think loves as much as will never forget first that docked by was tuff\'s','',positive
'was so proud','',positive
'had watched but still did great','',positive
'now , wishes that was here help with','',neutral
'but am still sooooo excited that will get see for','',positive
'start very last','',neutral
'\" love \" is so inspiring','',positive
'feel very uninspiring','',negative
'am going give and apologize if boring or ugly','',negative
'can not decide if want pay make fancy','',neutral
argh,'',negative
'am currently angry because want jarred take for','',negative
'is laying like on watching :','',neutral
'usually or','',neutral
'','',neutral
'if went and got in right now','',neutral
'oh oh oh is yelling at , \" are ready go , already','',negative
'like holding up','',neutral
'have been laid off at in past','',negative
'when come back from and return , will not have anymore','',neutral
'now is down','',neutral
'will miss and can not say goodbye properly now','',negative
'will have plan at of','',neutral
'> sigh&lt','',negative
'now ready get away and','',neutral
'and barely','',neutral
wellll,'',neutral
'excited move in','',positive
'and basically packed becuase never unpacked except really','',neutral
'except have of in general','',neutral
'','',neutral
and,'',neutral
'and also because and have formed','',neutral
'called came up with','',neutral
pretty,'',positive
'lol jk','',positive
'but want go','',neutral
despite,'',negative
'and , ciao for now','',neutral
'was mucho fun','',positive
'haha he\'s bestest in , had of , & just for','',positive
'inside inside','',positive
'ew , had really crappy','',negative
'for too but love [: walking is always really fun too','',positive
'well for that rather not name','',neutral
'was just in & yeeah , sucks be','',negative
'mmk on next , &','',neutral
'was like , really fun','',positive
'was really tired since was like','',neutral
'never really noticed but , , & are fun be around with','',positive
hahah,'',positive
'was even more fun [: ended in & yeah','',positive
'know talking about but pretty much been happening','',neutral
ew,'',negative
hahah,'',positive
', , & : re seventh ] first at','',neutral
love,'',positive
'had cool wanna take , hahah','',positive
'after , saw , & & guess came with &','',neutral
'pretty much waisted are buying sparkled that though were naasty','',negative
'saw then headed after','',neutral
jk,'',neutral
'hung down like at & acted like little at once again','',neutral
'fun fun fun','',positive
'sucks did not bring but yeeah','',negative
'& think coming over not sure who , haha kaay bye','',positive
'posted at -','',neutral
'must say has gone by in of','',positive
'not that had off in','',neutral
'have been quite preoccupied though so can not blame of on','',neutral
'just once would love not have worry about of','',positive
'and have more than of','',neutral
'go for next along with at','',neutral
'should be interesting','',positive
'was beginning worry de have put off for yet','',negative
'have not really given much thought as of recent','',neutral
'started with , and was working towards , now do not see anymore','',neutral
'hey will be rich individual','',positive
whoot,'',positive
'really in just for 😉',😉,positive
'actually just want give','',neutral
'still will have back up and true go into , but for now want do','',neutral
'maybe have become lazy in thought b/c do not bother with','',neutral
'worry gains no more','',negative
and,'',negative
'have blame but','',neutral
'has become just big','',negative
'with , , etc ., seem revolve around how crappy are is , has been , or is going be , and seems like compete with see who has','',negative
'do not have , do not know what want in long','',neutral
', at','',neutral
'love unconditionally , and cherish with , even eldest , who pushes over , but have developed certain deal with','',positive
'have look at in , and would break','',negative
'have inside of that cannot , foreign that has stolen away of normal','',negative
'being alienated , being alone','',negative
'have where have come know amazing who have such , but possibly will never get put due of in','',positive
'but make at memorable','',positive
'am not thinking long','',neutral
'am happy with casual , not serious ,','',positive
'frankly would be just as happy alone','',positive
'maybe more so','',neutral
'are better off where are now','',neutral
hopefully,'',neutral
'have of want do during , and add new','',neutral
'lol , lets just hope do not run out of complete','',positive
'says , even if was written by','',neutral
'guess fit refers , in regards having only or that would fall into \" \" , if only because of circumstantial or geographical being taken into as well','',neutral
'of will be moving , and have awful going on in , in being less available than first by long anyhow','',negative
'definitely feel like , moreso than other in , operating almost at in regards have and interact with','',neutral
've burned of and engaged in which have hampered be trusted as much as like be by of , and likewise , there have been which have altered fully engage as well , be circumstacial or environmental or whatever','',negative
're getting older , have more work-related matters and personal can get pretty complicated','',neutral
'on \" big \" , like believe that still hold same that held when was old , now scary half-a-lifetime ago','',negative
'in , satisfied with bigger and angry as fuck at smaller , but what keeps going , is not','',negative
'if did not have be better than what currently am , would have keep living at','',neutral
'as far as \" \" go , ve seen what do people- at best , act as help reach within and outside that may not have been previously able reach','',neutral
'may be where hang , but is sometimes found far from or in last even expect look for','',positive
'think sometimes can be easy lose of and are completely separate and having does not guarantee or equal having other of , at least','',positive
'goes back whole vs , in only by arriving at , while are capable of enjoying required reach as well','',positive
'now which are most of','',neutral
'works same only appreciate which are productive and goal-oriented , whereas there are also that along , and can be as interesting and rewarding as before and after','',positive
'know guilty of','',negative
'often fail realize what ve lost until becomes too distant and difficult regain','',negative
'old fester into that can not be healed , becomes which then becomes , and before long wonder if ever happened','',negative
'sucks , and takes keep from heading down of , but far outweighs of failing do so','',negative
'so what does then','',neutral
'can only change own , so expend have be met with of equal or goes nowhere and frustrates entire','',negative
'is worth , or is better just let play out and look for new','',neutral
'guess do what can make most of what have , if not enough then likely never was , and in , at least know tried','',neutral
'as of late , seems do , do just annoy re great','',negative
love,'',positive
'are annoying','',negative
'not going go into here , but almost always ends up in yelling and','',negative
'was thinking about most recent at and wondering why turns out','',negative
'only plausible is that want out','',neutral
'now , know that will reach soon enough , but damn feels like is taking forever','',negative
'know normal for who\'s in be living with , but does not quell wish be independent and free','',neutral
off,'',negative
'of angry with finished , who pays for but has how run','',negative
'oh yeah , and best','',neutral
'been and still really pissed off','',negative
'have been trying post for , but bloody was having on and could not do - was due be posted on','',negative
'further by , did speak about further when said \" new is making feel really healthy \" - yes considering eated of , and then gone out , and was going out with','',positive
'paying eat , and then eat again','',neutral
'but asked about why does not cook for , and said just does not have enough','',positive
'on think said','',positive
'is who gets into at , leaves by , takes get , dry cleans , has , does not have or chase after - and does not have explained that travel , go , go more than does , cook , have , and have look after','',positive
'let see - , sitting on drinking , bitching about , being complete','',negative
'great right there','',negative
'does not have if of more important than actually looking after like is not important enough','',neutral
urgh,'',negative
'think though , what pisses most off about - is that has chosen easy \" do not have do \"','',negative
'but since has chosen , just really irritating , because has of - just is lazy','',negative
'could easily cook own - probably more than half','',neutral
aarrgghh,'',negative
'sorry for ranting , but just really annoyed that here am , struggling with internal about , and like , with of , can just pay lose for','',negative
'slams on , stops , right in of , in of , and gets out','',negative
'then comes up and starts yelling at','',negative
'\" like almost hit omg \" said , tossing dyed blonde like enraged , flaring','',negative
'not very nice , not when facing','',negative
'\" omfg if there is like','',negative
'\" threatened','',negative
'must admit , was of fascinated by , rimmed in black , managed stay so wide like','',positive
'went on like for good','',neutral
'finally got fed up','',negative
'write down','',neutral
'was when turned into of from','',negative
'grabbed of , and tried push off','',negative
'now , are already honking and because is blocking','',negative
're struggling with','',neutral
'got mad','',negative
'hit so hard','',negative
'hey , assulted in of','',negative
'and was on fucking','',negative
fucking,'',negative
'must have been gone hella bad','',negative
'and found out in most annoying','',negative
'woke up on , bright and early as do go into','',neutral
'walked over as first of and was very surprised when oh would not turn on','',positive
'but then of , who was already up , informed that , was that was not working anywhere in','',neutral
'grrrr - then spent next or so turning off in , switching back on , and then sequentially turning back on until was tripped','',negative
'tried make sure was not','',neutral
'thought for about what do , not really being able afford new or fix','',neutral
'at first of thought about possibly buying new for , but was sadly left behind due monetary','',negative
'in then end other lovely love','',positive
'offered give woooo','',positive
'so , ve now gone over without hate think what half is like in there','',negative
'but will joyfully be picking other up','',positive
wooo,'',positive
yay,'',positive
'as wrote in recent posting , even in favorable political democratic face significant in turning out','',neutral
'despite widespread among with and , detect real so far at least in of actually vote in','',negative
'goes nationally over rising and , protracted , expensive with in , and among religious that has failed deliver on that motivate has taken with','',negative
'well , maybe','',neutral
'as noted in latest of & , new has feeling pretty darn good about turning out , with that will vote return elected power','',positive
'is or is true','',neutral
'in other , for political : persuade can , turn out , and assume other usual will vote','',neutral
'feel like could fly','',neutral
'with ofcourse','',positive
'not different or , different in how am in , compared','',neutral
'and re being best can for other , and shows , and pays off','',neutral
're and and inbetween','',positive
'am already , know and hope does too','',neutral
'and learned from past what do and what not do and watching what say and how say and','',neutral
'duno , kinda losing of wht want say here','',neutral
'so wont have too high up about , but noot going sit here and think/dread either','',negative
'will cherish love and let know there and care for that have together','',positive
somehow,'',neutral
'was little abusive , mainly with and directed at / make feel bad','',negative
'had with too , and','',negative
'could car eless about and as long as got was alright','',neutral
'other than hed get offended or pissed off or ignorant about','',negative
stupid,'',negative
', why did waste so much on sorry','',negative
'oh yeh , was sub-conciously restraining and waiting for > 😃',😃,neutral
'after went of best for','',neutral
'saw went with once back at there at','',neutral
'have not seen in','',positive
'goes he\'d be there','',neutral
'hm , was weird','',positive
'had good with','',positive
'however spell ah , talked about anri\'s and mentioned how was angry with visited , cos kept busy most of','',negative
'oh ya were talking about','',neutral
'anyhow asked then at but why would be angry with','',negative
'\" whahahaha \" nearly cracked and do not think did not blush','',positive
'was funny','',positive
'at was giggeling','',positive
'w0rd am dead tired','',neutral
'then wanted go , cos just visited for and has go back where in like of away from','',neutral
'went in , cos apparently have','',neutral
'be only , cos is scared of driving with >.> do not ask','',negative
'sat on and mostly felt like sleeping','',neutral
noooooooo,'',neutral
'now was fun','',positive
'will try and upload somewhere or do or will see','',neutral
'took of little in','',neutral
'somehow got in that had go test so that can take and like was not enough had throw moves','',neutral
'funny came out there','',positive
'wanted take of , but there were','',neutral
'and on driven that was in','',neutral
'would like just walk around or sit somewhere where are and take of , especially like','',neutral
love,'',positive
'get lost in','',neutral
'went for and','',neutral
^.^,'',positive
'and dark','',positive
'wanted go and wanted go and do not know what','',neutral
'almost sat there for','',neutral
'was as clear as','',neutral
hm,'',neutral
'really sad how can actually sit and wonder in is and other is','',negative
', do not worry about am just expressing , does not mean do not accept still as , just kinda thinking out loud that believe same as hmmm','',neutral
'so went and was nice be there','',positive
'went afterwards','',neutral
'did not think would do , but hey','',positive
'sat there drawing and uhm rang and was','',neutral
'am too tired now','',neutral
'want pose serious out there chooses read','',neutral
'no , not stupid for of that may be wondering','',negative
'does seem quite obvious but what if knew were gonna die , like possibly sooner than later , for','',neutral
'have that is gonna die , probably sooner than later , and was angry because of has made in last few have cut down virtually','',negative
'so tried step out of for and look at may have been viewing','',neutral
'','',neutral
'have wonderful that love and cherish','',positive
'are virtually unstoppable','',neutral
'then start take in unexpected','',positive
'think constant , and , , and','',negative
'so decide join','',neutral
'is still for taking','',neutral
'goes well with','',neutral
'leave there with renewed of and take full of','',neutral
'comes in with of and','',negative
'think that maybe had too many , or maybe there was small in past that has presented from being selected join','',neutral
'begin prepare hear bad and immediately go into plan out next','',negative
'begins speak while re planning , \" sorry have tell , can move back for and go back and on','',negative
', but will not be able welcome into could do and explore','',neutral
'so what do do','',neutral
'is as was given , and when heard was pissed','',negative
'see , knew had cheated','',neutral
lol,'',positive
'so imagine when was about engage in with and saw of coming from know where','',positive
'then tells that gonna test for , but also that gonna have test for','',neutral
'like , \" for what','',positive
'could not answer','',neutral
'really , what did make think','',positive
'would have given , who obviously had little for , in for and','',negative
'fortunately , came back negative for and','',positive
'was of thankful , but realized very important during','',positive
'realized that belongs fuck','',negative
'second was pissed was because not only was is dying from and has had entire that have been , but has not taken appropriate of that with should be taking','',negative
'never took other than','',neutral
'when first became was , so was pretty fit for most','',neutral
'maybe maintained in because thought that could somehow','',neutral
'wonder what changed about','',positive
've asked about , and has never really given','',neutral
'but think about alot , and wonder exactly when did decide die','',positive
'wonder what would have made differently had from given different','',neutral
'would choose live , or would choose die','',neutral
'however , if are so compelled do so , please leave and','',neutral
'is on','',neutral
'going be trashed','',negative
'even tho have on which is cause sucks','',negative
'usually always so pumped for','',positive
'seriously dont know what am going do at','',neutral
'just sucks when known for just disappears','',negative
'; sjdf ; ; fjlakjsf','',neutral
'miss myrtle','',negative
'cried on from','',negative
for,'',neutral
'hearbroken </3',</3,negative
/,'',neutral
'not bad here at','',neutral
'just annoyed','',negative
'good b/c def dont have move out right now','',neutral
'is in','',neutral
'maybe wont be so bad','',neutral
'then convince move out with','',neutral
'since wanted get with is now moving away b/c of freaking','',negative
'look at','',neutral
'gnite darlin','',neutral
'well , well , well','',neutral
hahaha,'',positive
'well , surprised that actually found','',positive
'so searched for and finally found','',neutral
hahaha,'',positive
'so , drop by and tell what of are up','',neutral
'so missed cool met at','',negative
'not religious like or societal like shaking , but personal','',neutral
'and how can possibly develop more and fewer in','',neutral
'granted , not global , , just big','',neutral
'like in','',neutral
'want next be lived on','',neutral
'and how can start now','',neutral
'of most surprising about whole is how much easier was establish new when was on , as opposed being at','',positive
'makes that there is for or who successfully gets straight or sober other than where live','',neutral
'so anyway','',neutral
'','',neutral
'not advocating , or','',neutral
'but do know of of','',negative
'like say that are more active and crunchy','',neutral
'but alas , are not yet','',negative
'* when come from , first do is put on','',neutral
'but when started thinking about do regularly that enjoy , definitely of','',positive
'* other , and get and','',neutral
'and come away with cutest ever','',neutral
'* absolutely adore is going outdoor at during','',positive
'* when not working , have been known take on : just and currently enjoying','',positive
'maybe after ends , will be able start new','',neutral
'how very telling','',neutral
'is not good','',negative
'and like are what come','',neutral
'* happy taste new of love try new , but when comes ordering , always','',positive
and,'',neutral
'* of keeps from going when really tired','',negative
'or just totally mental that do','',neutral
'how do think can instill more meaningful into','',neutral
'\" of after sitting at folding selling comic is truly pathetic','',negative
'can be when comes buy','',negative
'- , whom had of at , from conversational on what could learn from european','',positive
'really enjoyed at , of rare and exclusive and and who brought about','',positive
'do not sweat , just : traveled and half down on with attained storied by agreeing drive , arrived after opened , stayed until , then went right back','',neutral
', in other , was full of and stalking','',neutral
debuts,'',neutral
'met awful of fine , but hated taking up much of ; knows by there\'s of waiting trudge through between , and thousand attend','',negative
'there were direct or , though was not hard find ask of','',neutral
'there were of with and and totes , and and on certain attract , and even of entice stray','',neutral
'of in off , and and whipping of around','',neutral
'was , on','',neutral
'after passed by large promising , as well as haunted and possibly or in , decided turn around and stop at little passed on','',neutral
'hurried back from gray of and , followed close behind by haunted who\'d just bought cheap for stable and were now jonesing for independent','',neutral
'love walking around for buy , and traveling less than arrive at of will not raise too many personal , let tell','',positive
'also really glad had with , since knew of faces that didn ; made fine , though of would occasionally wander away from other in of old of who framed though unsure as of was','',positive
'actually , think maybe best about is how is of pressed together , placed near seemingly without much for heard was different in prior , with multiple selling and ); if in and on were not comprehensive of english-language non-superhero , there was at least enough manage of','',neutral
'look only at , imagine that there was as of','',neutral
'there was nowhere sit in , since got there late , so sort of drifted in and out of hearing','',neutral
'behind turned else and whispered \" just like','',neutral
'talk was different , highly entertaining , digression-prone by through and , moderated by and with extra from , who was seated in of','',positive
'was particularly brusque at , at least from among , but found be consistently most emphatic and friendly around','',neutral
'tried follow of not buying on first around , but did not quite hold','',neutral
got,'',neutral
'by & reviewed of few ago ; having walked away from , and indeed entire , suddenly realized forgotten actually tell who was - of','',positive
'edited by new of funny , comics-heavy devoted entirely finest in and pornographic - creator\'s , and assure that is in real exactly portrays in','',neutral
'edited by & mentioned , but did not note that also got hard of','',neutral
'& pluck in of by surely can not be only of mighty & pluck ; still , ve never seen in , though had at','',neutral
': by various from of , free , parodying original of','',neutral
'by debuted at , probably of , and ve gushed enough already ; when went , became momentarily transfixed with and murmured \" want make like \"','',neutral
': romantic by various debuted at , newest in adhouse\'s of , strictly devoted romance','',neutral
r,'',neutral
'so was nice','',positive
'of good have , and good shake','',positive
'hope do again , and add on few more','',neutral
is,'',neutral
'think in of or of , can not remember which , but there\'s so much in actually sleep','',neutral
'no , alright , ve had of come with','',neutral
'of have found little strange ; think of break up with in , as if need anymore','',positive
'most of , sit in','',neutral
'try and remedy , spend reading','',neutral
'how important can be','',neutral
'but was good , and if did have where had with , well , now know what means','',positive
'sometimes , can not reading about , though','',neutral
'did not always have','',neutral
think,'',neutral
'not sleeping has terrible of playing with','',neutral
'really do when there\'s','',neutral
'do go again','',neutral
', but might be','',neutral
'but think work on','',neutral
'how else would keep straight','',neutral
'can not always read about , or whatever may be','',neutral
'tell , but do not go','',neutral
'weigh about , about , \" , do not have that seems be wrong with have weird on','',positive
'from when was','',neutral
'and there\'s on','',neutral
'would say was from drunken of , but ve never blacked out','',neutral
'oh , get drunk , but seems happen where forget','',neutral
'remember second , horrific leaning over and puking','',negative
'selective , say','',neutral
'think be at , but menial','',neutral
'spend most of in typing and filing , thinking about what read before , trying process , trying figure out what is/has been happening last , read as lay dying by','',neutral
'of confusing','',neutral
'think had','',neutral
'at , and left at','',neutral
'unless returned','',neutral
'when nice','',neutral
just,'',neutral
'takes by','',neutral
'so often , walk around','',neutral
'of , and , choppy from , only slightly','',neutral
'soon will be frozen , walking on top of','',neutral
'just like','',neutral
'amble around , and are slowly thinning out','',neutral
', on other , have go','',negative
'should have brought with then could read at','',neutral
'suppose should annoy but doesn begin take off','',negative
'but swim in , right','',neutral
'can not be bad','',neutral
'stare as dangle into in','',positive
'is in , and think thinks is wrong with is wrong , but still do not know what','',neutral
'walks by and says , but do not know what , and singing , but can not tune','',neutral
think,'',neutral
'but where else would know from','',neutral
'is right','',neutral
'just throw in','',neutral
'tingles as hit and sink , blowing','',neutral
'for first in feel completely normal','',neutral
'except for','',neutral
'what suck-ass turned out be','',negative
'was fucked up','',negative
'like in on bad up','',negative
'can borrow','',neutral
', ve been treated like of for past of , and did not even do at deserve','',negative
'and then of played that made think of , and suddenly , so depressed that want do is go curl up in and die','',negative
'and now main in has come','',negative
'','',neutral
'but for now , go hide','',neutral
'last at was nuts- was first that can remember where was putting in in , really busting are going well and feel like ties in- which really like','',negative
'nice of being able put together in','',neutral
'sure by now most heard about really sad and of ,','',negative
'pretty awful- there\'s not much else say about','',negative
'found out about on and was just shocked','',positive
'even just last there is definite in around that is pretty sad','',negative
'really can not imagine what and are going through right now because really unnecessary did not have die and probably saddest','',negative
'anyways , not sure there\'s else can add has not been said over and over','',neutral
'was so fun seeing from back- ran into and went out see so was just so fun','',positive
'and are getting little intense but ve found that can do just need stay focused','',neutral
'turns on how weird','',positive
'and am excited about little haha','',positive
'last was so busy that just trashed','',neutral
'would be so proud of','',positive
', rainy','',neutral
'took again','',neutral
'did not see on so was surprised find at','',positive
