@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'want_VBP hot_JJ on_IN','',negative
'want_VBP hot_JJ on_IN','',positive
'gets_VBZ colourful_JJ on_IN new_JJ powered_VBN by_IN','',neutral
'want_VBP hot_JJ on_IN','',positive
'are_VBP attending_VBG of_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'ready_JJ for_IN purchase_VB fatal_JJ single_JJ ,_, \"_\'\' in_IN \"_\'\' ,_, and_CC \"_\'\' \"_\'\'','',positive
'want_VBP hot_JJ on_IN','',negative
'want_VBP hot_JJ on_IN','',positive
'just_RB sharing_VBG love_VBP from_IN …_UH','',positive
':_: hear_VB from_IN on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'starts_VBZ ,_, listening_VBG w/_IN -_:','',positive
':_: never_RB get_VB enough_JJ','',neutral
'want_VBP hot_JJ on_IN','',neutral
'want_VBP hot_JJ on_IN','',negative
'&_CC @_IN','',positive
'@_IN :_: performs_VBZ spinning_VBG between_IN sets_VBZ','',positive
'last_JJ recorded_VBD few_JJ and_CC did_VBD here\'s_RB snapped_VBD at_IN','',neutral
'want_VBP hot_JJ on_IN','',positive
'just_RB sharing_VBG love_VBP \"_\'\' \"_\'\' mygarage2u_UH …_UH','',positive
'want_VBP hot_JJ on_IN','',neutral
'happy_JJ w/_IN &_CC for_IN live_VB on_IN from_IN','',positive
'goo_VB goo_VB in_IN','',positive
'thanks_UH for_IN providing_VBG that_WDT stood_VB up_RP','',positive
'hot_JJ buttered_JJ live_RB at_IN in_IN','',positive
'by_IN out_RP now_RB rt_RT','',positive
'oh_UH happy_JJ','',positive
'','',positive
'at_IN thx_UH','',positive
presents_VBZ,'',positive
'of_IN thank_VB for_IN','',positive
'obsessed_VBD with_IN new_JJ','',positive
'want_VBP hot_JJ on_IN','',positive
'.._: be_VB there_RB .._: by_IN .._:','',positive
'listen_VB for_IN new_JJ on_IN','',neutral
only_RB,'',positive
'enjoying_VBG \"_\'\' in_IN \"_\'\' by_IN lovely_JJ &_CC talented_JJ','',positive
'hate_VBP ..._:','',positive
'much_RB needed_VBD','',positive
'as_IN &_CC as_IN can_MD be_VB great_JJ on_IN with_IN plenty_RB of_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'by_IN out_RP now_RB rt_RT','',positive
'who_WP is_VBZ excited_JJ about_IN is_VBZ up_RP next_JJ at_IN live_RB on_IN','',negative
'want_VBP hot_JJ on_IN','',positive
'got_VBD rad_JJ new_JJ','',positive
',_, wrong_JJ','',negative
'in_IN for_IN will_MD rock_VB','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'came_VBD prepared_VBN &_CC of_IN for_IN','',negative
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'want_VBP hot_JJ on_IN','',positive
is_VBZ,'',positive
hot_JJ,'',positive
'bring_VB on_IN ,_, legendary_JJ comes_VBZ &_CC 26th_JJ','',positive
'amazing_JJ in_IN with_IN','',positive
waa_UH,'',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'thinking_VBG out_RP loud_JJ -video_UH and_CC beautiful_JJ','',positive
'by_IN out_RP now_RB rt_RT','',positive
'srsly_RB cant_MD right_RB now_RB omg_UH','',negative
'have_VBP exclusive_JJ will_MD be_VB giving_VBG of_IN involved_VBD at_IN','',positive
'featured_VBD on_IN is_VBZ fresh_JJ \"_\'\' proper_JJ \"_\'\'','',neutral
'want_VBP hot_JJ on_IN','',positive
'announcing_VBG :_: will_MD be_VB on_IN &_CC –_: buy_VB','',positive
'or_CC just_RB watch_VB on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'great_JJ on_IN with_IN dialled_VBD in_IN not_RB bad_JJ for_IN','',neutral
'when_WRB need_VBP follow_VB but_CC still_RB won\'t_JJ','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'of_IN lovely_JJ','',positive
'\"_\'\' \"_\'\' just_RB sharing_VBG love_VBP from_IN','',positive
'long_JJ bring_VB','',positive
oh_UH,'',positive
'want_VBP hot_JJ on_IN','',positive
'killing_VBG in_IN in_IN','',positive
'by_IN out_RP now_RB rt_RT','',positive
'','',neutral
'want_VBP hot_JJ on_IN','',positive
'hey_UH are_VBP excited_JJ in_IN during_IN can_MD not_RB wait_VB','',positive
'rlly_RB like_IN','',positive
':_: make_VB for_IN -_: /_: mentions_VBZ for_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'getting_VBG super_RB excited_JJ for_IN amazing_JJ and_CC great_JJ','',positive
'so_RB greatful_JJ got_VBD meet_VB','',positive
'want_VBP hot_JJ on_IN','',negative
'get_VB -_: only_JJ','',positive
'use_VB as_IN (-:_UH','',negative
'will_MD be_VB at_IN for_IN','',neutral
'listen_VB into_IN by_IN on_IN incredible_JJ','',positive
follow_VB,'',neutral
'want_VBP hot_JJ on_IN','',neutral
'want_VBP hot_JJ on_IN','',positive
'&_CC @_IN &_CC','',positive
'pumped_VBN for_IN (??)_UH','',positive
'still_RB testing_VBG out_RP feel_VBP still_RB on_IN top_JJ','',positive
'watch_VB &_CC unleash_VBP from_IN wherever_WRB are_VBP in_IN','',negative
'want_VBP hot_JJ on_IN','',neutral
'and_CC ->_: nerdy_JJ ->_: in_IN human_JJ playing_VBG','',positive
'is_VBZ singing_VBG so_RB shhhh_UH','',positive
'','',positive
':_: changed_VBD —_: let\'s_VBZ leave_VB alone_RB','',positive
'here\'s_RB did_VBD for_IN in_IN','',positive
'live_VB at_IN','',positive
'is_VBZ now_RB on_IN','',positive
'or_CC just_RB watch_VB on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'unsigned_JJ send_VB','',neutral
'want_VBP hot_JJ on_IN','',negative
'','',positive
'now_RB enrolling_VBG for_IN contact_VB for_IN more_RBR','',positive
'want_VBP hot_JJ on_IN','',positive
'by_IN out_RP now_RB rt_RT','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'drag_VB down_RP get_VB','',positive
'for_IN at_IN in_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'catch_VB up_RP in_IN of_IN with_IN :_:','',positive
'always_RB refreshing_JJ have_VB drive_VB with_IN :_:','',positive
'or_CC just_RB watch_VB on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'at_IN w/_IN','',positive
'best_JJS ever_RB seen_VBN','',positive
'also_RB added_VBD brand-new_JJ from_IN called_VBD','',positive
'who\'s_WP still_RB listening_VBG old_JJ','',positive
'want_VBP hot_JJ on_IN','',positive
'feeling_VBG nostalgic_JJ while_IN listening_VBG on_IN','',positive
'by_IN out_RP now_RB rt_RT','',neutral
'by_IN out_RP now_RB rt_RT','',positive
'with_IN at_IN in_IN on_IN ,_,','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'wow_UH looked_VBD great_JJ in_IN','',positive
'live_VB ,_, ,_, +_: in_IN from_IN','',positive
'want_VBP hot_JJ on_IN','',negative
'check_VB out_RP who_WP hit_VBP :_: ahem_UH ahem_UH','',positive
'want_VBP hot_JJ on_IN','',neutral
'get_VBP asked_VBN what_WP listen_VBP ,_, are_VBP :_:','',positive
'brilliant_JJ ,_, exciting_JJ ,_, spectacular_JJ','',positive
'live_VB in_IN','',positive
'packed_JJ for_IN of_IN','',positive
':_: \"_\'\' \"_\'\' -_:','',neutral
'great_JJ from_IN as_IN \"_\'\' free_JJ \"_\'\' kicks_VBZ off_IN :_:','',positive
'want_VBP hot_JJ on_IN','',positive
'new_JJ single_JJ','',positive
with_IN,'',positive
'are_VBP of_IN great_JJ and_CC good_JJ then_RB please_UH join_VB on_IN 19th_JJ from_IN','',neutral
'want_VBP hot_JJ on_IN','',neutral
'want_VBP hot_JJ on_IN','',positive
'check_VB out_RP ridiculous_JJ of_IN grabbed_VBD','',positive
happy_JJ,'',positive
'last_JJ few_JJ on_IN for_IN gonna_VBG be_VB','',positive
'want_VBP hot_JJ on_IN','',positive
'😊_EMO reamer_UH \"_\'\'',😊,positive
'want_VBP hot_JJ on_IN','',neutral
'love_VBP |_: there\'s_RB start_VBP 4_IN ~_: now_RB just_RB pop_VB in_IN &_CC','',positive
before_IN,'',positive
'welcome_VB &_CC arriving_VBG in_IN ready_JJ','',positive
start_VBP,'',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'of_IN in_IN of_IN','',positive
'is_VBZ best_JJS have_VBP ever_RB seen_VBN of_IN','',positive
'omg_UH ...._: is_VBZ perfect_JJ','',positive
'check_VB out_RP who_WP is_VBZ coming_VBG for_IN on_IN or_CC','',positive
'want_VBP hot_JJ on_IN','',neutral
'announced_VBN full_JJ in_IN ,_, powered_VBD by_IN','',positive
'do_VB not_RB forget_VB from_IN annual_JJ and_CC','',positive
'legendary_JJ and_CC roll_VB','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'what_WP is_VBZ that_WDT stands_VBZ before_IN ..._:','',positive
'want_VBP hot_JJ on_IN','',neutral
'srsly_RB though_RB makes_VBZ so_RB happy_JJ can_MD explain_VB','',positive
'super_RB stoked_VBN be_VB playing_VBG do_VBP have_VBP yet_RB','',neutral
'w/_IN &_CC','',positive
'on_IN at_IN where\'s_WRB','',positive
'listen_VBP for_IN best_JJS in_IN ,_, and_CC','',positive
'continues_VBZ again_RB in_IN','',positive
'was_VBD that_IN was_VBD watching_VBG at_IN','',neutral
'','',positive
'want_VBP hot_JJ on_IN','',positive
see_VB,'',positive
'want_VBP hot_JJ on_IN','',neutral
'from_IN is_VBZ annual_JJ and_CC','',positive
'want_VBP hot_JJ on_IN','',neutral
'discusses_VBZ fair-trade_JJ using_VBG','',positive
'want_VBP hot_JJ on_IN','',neutral
'please_UH vote_VB via_IN /_CC -_:','',positive
'hits_VBZ @_IN for_IN in_IN','',positive
of_IN,'',positive
'just_RB fell_VB in_IN just_RB need_VBP now_RB guess_VBP need_VBP book_VB','',positive
'was_VBD lol_UH','',positive
'were_VBD fallin_VBG behind_IN keep_VB voting_VBG','',positive
'is_VBZ trying_VBG too_RB hard_JJ try_VB too_RB hard_JJ is_VBZ just_RB plain_JJ weak_JJ','',negative
'listen_VB :_: by_IN on_IN','',positive
'is_VBZ very_RB cool_JJ check_VB out_RP before_IN ends_VBZ','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'come_VB dance_VB with_IN at_IN in_IN until_IN','',positive
'also_RB added_VBD from_IN','',positive
'would_MD not_RB be_VB complete_JJ without_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'playing_VBG at_IN with_IN who\'s_WP ready_JJ party_VB','',positive
'want_VBP hot_JJ on_IN','',neutral
'rt_RT if_IN is_VBZ goes_VBZ magenta_JJ at_IN','',positive
'','',positive
'want_VBP hot_JJ on_IN','',positive
'gorgeous_JJ @no9artenviro\'s_VBZ ..._: enjoying_VBG beautiful_JJ of_IN and_CC','',positive
'want_VBP hot_JJ on_IN','',positive
'are_VBP loving_VBG on_IN thx_UH','',positive
'reviews_VBZ new_JJ low_JJ ‘_\'\' and_CC ’_\'\'','',positive
'out_IN there_RB','',positive
'mad_JJ for_IN representing_VBG at_IN','',neutral
of_IN,'',positive
'want_VBP hot_JJ on_IN','',positive
'or_CC just_RB watch_VB on_IN','',positive
'rockin_VBG hard_JJ with_IN','',positive
'check_VB out_RP on_IN have_VBP and_CC','',positive
'rt_RT love_VBP','',positive
'on_IN -_:','',positive
'will_MD be_VB having_VBG silent_JJ and_CC','',positive
'want_VBP hot_JJ on_IN','',neutral
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'cannot_MD wait_VB for_IN looks_VBZ amaing_JJ','',positive
do_VBP,'',positive
'want_VBP hot_JJ on_IN','',positive
'','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'','',positive
'want_VBP hot_JJ on_IN','',positive
'','',neutral
'having_VBG with_IN','',positive
':_: reveals_VBZ of_IN \"_\'\' beautiful_JJ \"_\'\' from_IN','',positive
'happening_VBG right_RB now_RB lovely_JJ ...._: &_CC','',positive
'','',positive
open_JJ,'',positive
'want_VBP hot_JJ on_IN','',positive
'found_VBD just_RB became_VBD more_JJ','',positive
'want_VBP hot_JJ on_IN','',positive
'just_RB sharing_VBG love_VBP \"_\'\' \"_\'\' mygarage2u_UH …_UH','',positive
'know_VBP about_IN','',positive
'when_WRB need_VBP follow_VB but_CC still_RB won\'t_JJ','',positive
'checking_VBG out_RP ,_, \"_\'\' up_RP where_WRB belong_VBD \"_\'\' unique_JJ contemporary_JJ','',neutral
'','',positive
'thank_VB for_IN amazing_JJ last_JJ of_IN &_CC 😉_EMO ance_UH .._:',😉,positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'listening_VBG great_JJ creates_VBZ inside_IN like_IN else_RB acclaimed_JJ','',positive
'enjoy_VB for_IN who_WP could_MD not_RB make_VB','',positive
'want_VBP hot_JJ on_IN','',positive
'by_IN out_RP now_RB rt_RT','',positive
'want_VBP hot_JJ on_IN','',positive
'is_VBZ singing_VBG at_IN','',positive
'rocking_VBG with_IN and_CC','',positive
'want_VBP hot_JJ on_IN','',positive
'&_CC sensational_JJ hit_VBP at_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'winning_VBG speaking_VBG','',positive
'want_VBP hot_JJ on_IN','',positive
'just_RB sharing_VBG love_VBP \"_\'\' \"_\'\' mygarage2u_UH …_UH','',positive
'want_VBP hot_JJ on_IN','',neutral
'got_VBD telling_VBG watch_VB watching_VBG','',positive
'want_VBP hot_JJ on_IN','',positive
'also_RB added_VBN ,_, great_JJ from_IN feat_UH','',negative
'of_IN wraps_VBZ up_RP in_IN','',positive
'deserve_VBP from_IN of_IN bc_IN of_IN were_VBD breakin_VBG','',positive
'want_VBP hot_JJ on_IN','',positive
'brings_VBZ soulful_JJ at_IN of_IN','',positive
'came_VBD across_IN by_IN had_VBD add_VB instantly_RB','',positive
':_: \"_\'\' \"_\'\' no_UH','',positive
'thnx_UH \'_\'\' s_VBZ is_VBZ','',positive
'swing_VBG into_IN for_IN with_IN','',positive
':_: \"_\'\' \"_\'\' no_UH','',neutral
'available_JJ for_IN digital_JJ','',positive
'want_VBP hot_JJ on_IN','',positive
'“_\'\' :_: -_: complete_JJ','',positive
gigging_VBG,'',positive
'plays_VBZ and_CC','',neutral
'back_RB :_: spotlights_VBZ \"_\'\' know_VB \"_\'\' by_IN','',neutral
'out_RP now_RB :_: “_\'\' ”_\'\'','',neutral
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'in_IN of_IN being_VBG released_VBN ,_, is_VBZ','',positive
'want_VBP hot_JJ on_IN','',positive
'from_IN what_WP','',neutral
'when_WRB has_VBZ is_VBZ what_WP does_VBZ 😃_EMO @_IN 20th_JJ',😃,positive
'want_VBP hot_JJ on_IN','',neutral
'still_RB kinda_RB sad_JJ there_EX aw_UH','',positive
'want_VBP hot_JJ on_IN','',positive
'almost_RB at_IN please_UH share_VB and_CC like_VB 😃_EMO',😃,positive
'retweet_VB bc_IN should_MD','',neutral
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'want_VBP hot_JJ on_IN','',negative
'want_VBP hot_JJ on_IN','',neutral
'want_VBP hot_JJ on_IN','',negative
'for_IN :_: -_: via_IN','',positive
'spread_VB please_UH','',positive
'yo_UH :_: celebrates_VBZ with_IN ”_\'\' by_IN','',positive
'takes_VBZ over_IN ,_, &_CC','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'or_CC just_RB watch_VB on_IN','',positive
'makes_VBZ own_JJ at_IN on_IN','',neutral
'great_JJ last_JJ by_IN','',positive
'','',positive
':_: \"_\'\' \"_\'\' qstarradio_UH +_UH','',positive
'want_VBP hot_JJ on_IN','',positive
'\'_\'\' back_RB \'_\'\' in_IN join_VB','',positive
'want_VBP hot_JJ on_IN','',positive
'of_IN -_:','',positive
'have_VBP checked_VBD out_RP \"_\'\' up_RP where_WRB belong_VBD \"_\'\' contemporary_JJ','',positive
'\"_\'\' here_RB come_VBP \"_\'\'','',positive
'by_IN out_RP now_RB rt_RT','',positive
'hits_VBZ of_IN','',positive
'waiting_VBG for_IN','',positive
'hope_VBP ready_JJ have_VB \"_\'\' hell_UH \'_\'\' \"_\'\' in_IN','',positive
'wearing_VBG first_JJ of_IN','',positive
'want_VBP hot_JJ on_IN','',positive
at_IN,'',positive
'would_MD like_VB claim_VB for_IN being_VBG up_RP at_IN','',positive
read_VB,'',positive
'in_IN now_RB for_IN almost_RB of_IN recorded_VBD read_VB more_JJR :_:','',neutral
'\"_\'\' \"_\'\' just_RB sharing_VBG love_VBP from_IN','',positive
'little_JJ in_IN can_MD make_VB better_JJR','',positive
'want_VBP hot_JJ on_IN','',positive
'gr8_JJ invest_VB renowned_JJ','',positive
'bring_VB &_CC','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'enjoyed_VBD in_IN','',positive
'is_VBZ happening_VBG','',neutral
'great_JJ put_VB on_IN by_IN wow_UH ,_, meeting_VBG was_VBD casual_JJ and_CC well_RB organized_VBD','',positive
'for_IN ,_, &_CC popular_JJ','',positive
'want_VBP hot_JJ on_IN','',positive
':_: changed_VBD —_: let\'s_VBZ leave_VB alone_RB','',positive
'want_VBP hot_JJ on_IN','',neutral
'by_IN out_RP now_RB rt_RT','',positive
'new_JJ :_: likes_VBZ in_IN','',positive
'can_MD drag_VB downnnnn_RP','',positive
'look_VBP coming_VBG back_RB call_VB for_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'want_VBP hot_JJ on_IN','',positive
'def_RB had_VBD of_IN with_IN','',positive
'playing_VBG with_IN at_IN','',positive
'follow_VB for_IN from_IN various_JJ during_IN','',positive
'is_VBZ new_JJ ,_, favorite_JJ if_IN use_VBP and_CC will_MD follow_VB','',positive
'\"_\'\' \"_\'\' just_RB sharing_VBG love_VBP from_IN','',negative
'was_VBD see_VB perform_VB at_IN','',positive
'see_VB at_IN and_CC :_:','',positive
'want_VBP hot_JJ on_IN','',positive
open_JJ,'',positive
'on_IN now_RB','',negative
'before_IN for_IN','',positive
'blue_JJ and_CC at_IN best_JJS be_VB there_RB','',positive
'best_JJS ever_RB','',positive
'why_WRB am_VBP in_IN get_VB full_JJ here_RB -->>_:','',positive
':_: returns_VBZ powered_VBN by_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'live_VB and_CC ;_: very_RB nice_JJ ,_, (@_IN -_:','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'hard_JJ keep_VB in_IN ca_MD not_RB wait_VB hear_VB more_RBR about_IN','',positive
'and_CC performs_VBZ at_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'have_VBP read_VBP latest_JJ behind_IN via_IN','',negative
at_IN,'',positive
'|_: &_CC serve_VB','',positive
'rocking_VBG with_IN and_CC at_IN','',positive
'is_VBZ ,_, very_RB emotional_JJ from_IN','',positive
'so_RB is_VBZ playing_VBG at_IN @_IN ..._: who\'s_WP coming_VBG','',neutral
'enjoy_VB live_VB whether_IN in_IN ,_, small_JJ in_IN or_CC even_RB like_IN','',neutral
'want_VBP hot_JJ on_IN','',positive
'“_\'\' :_: which_WDT do_VBP want_VBP hear_VB on_IN \'_\'\' tweet_VB','',positive
'want_VBP hot_JJ on_IN','',positive
':_: between_IN &_CC -_: now_RB running_VBG in_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'or_CC just_RB watch_VB on_IN','',positive
'now_RB playing_VBG by_IN via_IN','',negative
'want_VBP hot_JJ on_IN','',positive
>>_UH,'',neutral
'retweet_VB vote_VB harry\'s_VBZ adorable_JJ cant_MD','',positive
'let\'s_VBP get_VB started_VBD off_RP now_RB','',positive
'so_RB know_VBP what_WP means_VBZ ......_: tune_VB in_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'telling_VBG @_IN','',positive
'how_WRB felt_VBD when_WRB first_JJ heard_VBD dmd_VBD','',positive
'','',positive
'is_VBZ yet_RB join_VB avail_JJ','',positive
'want_VBP hot_JJ on_IN','',positive
back_RB,'',neutral
pinkish_JJ,'',positive
'want_VBP hot_JJ on_IN','',positive
'holy_JJ still_RB let_VB have_VBP','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'goo_VB goo_VB in_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'want_VBP hot_JJ on_IN','',neutral
fucking_VBG,'',negative
'just_RB sharing_VBG love_VBP \"_\'\' \"_\'\' …_UH','',positive
'want_VBP hot_JJ on_IN','',positive
'rock_VB out_RP with_IN out_IN hits_VBZ','',positive
':_: listen_VB @alessiacara\'s_VBZ full_JJ here_RB :_:','',positive
'want_VBP hot_JJ on_IN','',positive
'big_JJ comes_VBZ','',positive
'ca_MD not_RB wait_VB see_VB perform_VB in_IN during_IN','',positive
'love_VBP that_WDT is_VBZ deliberately_RB set_VB and_CC safely_RB maintained_VBD','',positive
'refresh_VB not_RB replay_VB','',negative
'want_VBP hot_JJ on_IN','',positive
'blam_UH :_: spotlights_VBZ “_\'\' back_RB on_IN ”_\'\' by_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'','',neutral
'makes_VBZ more_RBR efficiently_RB and_CC creatively_RB ,_, right_RB','',positive
'taking_VBG over_IN for_IN','',positive
underneath_IN,'',positive
'new_JJ will_MD leave_VB and_CC go_VB','',positive
'want_VBP hot_JJ on_IN','',positive
':_: homegrown_JJ with_IN \"_\'\' \"_\'\'','',positive
'will_MD be_VB taking_VBG over_IN for_IN out_RP at_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'stop_VB by_IN and_CC enjoy_VB by_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'by_IN out_RP now_RB rt_RT','',positive
'@_IN black_JJ','',positive
'when_WRB wake_VBP up_IN and_CC saw_VBD','',positive
just_RB,'',positive
',_, ,_, @_IN','',positive
'will_MD be_VB making_VBG sweet_JJ for_IN in_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'with_IN at_IN','',positive
'and_CC redheaded_JJ reunited_VBN','',positive
'.._: .._: made_VBD .._:','',positive
'','',positive
'-_: ,_, ,_, ,_,','',neutral
'am_VBP in_IN with_IN','',positive
'by_IN out_RP now_RB rt_RT','',positive
'check_VB out_RP on_IN will_MD','',positive
'tell_VB is_VBZ of_IN most_JJS unique_JJ &_CC entertaining_JJ out_RP','',positive
'will_MD be_VB fired_VBN up_RP last_JJ at_IN','',positive
'fresh_JJ ,_, dirty_JJ ,_, |_:','',positive
'@_IN thanx_UH','',positive
'want_VBP hot_JJ on_IN','',negative
'how_WRB get_VB for_IN read_VB more_JJR :_:','',positive
'want_VBP hot_JJ on_IN','',neutral
'is_VBZ prettier_JJR than_IN ever_RB will_MD be_VB bye_UH','',positive
'jamming_VBG cool_JJ jazzy_JJ on_IN warm_JJ live_VB at_IN','',positive
'by_IN out_RP now_RB rt_RT','',neutral
'want_VBP hot_JJ on_IN','',neutral
'\"_\'\' \"_\'\' just_RB sharing_VBG love_VBP from_IN','',positive
'\"_\'\' \"_\'\' just_RB sharing_VBG love_VBP from_IN','',positive
'going_VBG down_RP at_IN in_IN get_VB &_CC cheer_VBP on_IN so_RB can_MD win_VB','',positive
',_, ,_, no_UH ,_, serial_JJ :_:','',neutral
'want_VBP hot_JJ on_IN','',positive
'legendary_JJ comes_VBZ &_CC 26th_JJ','',positive
'want_VBP hot_JJ on_IN','',negative
'want_VBP hot_JJ on_IN','',neutral
'hey_UH ,_, big_JJ out_RP ,_, comes_VBZ again_RB for_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'want_VBP hot_JJ on_IN','',positive
':_: overseas_JJ ,_, :_: at_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'\"_\'\' \"_\'\' just_RB sharing_VBG love_VBP from_IN','',positive
'says_VBZ that_IN was_VBD working_VBG on_IN before_IN arriving_VBG at_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
loved_VBD,'',positive
watching_VBG,'',positive
'what_WP will_MD next_JJ .._: too_RB many_JJ .._: .._:','',positive
'won_VBD &_CC grateful_JJ for_IN','',positive
'behind_IN via_IN','',positive
',_, hollow_JJ ,_, and_CC tube_VB','',positive
':_: is_VBZ having_VBG powered_VBN by_IN','',positive
'yeah_UH yeah_UH gone_VBN be_VB is_VBZ putting_VBG down_RP','',positive
'live_VB open_JJ','',neutral
in_IN,'',positive
'want_VBP hot_JJ on_IN','',neutral
'of_IN in_IN','',neutral
'want_VBP hot_JJ on_IN','',negative
',_, &_CC –_: good_JJ <--_:','',negative
'are_VBP showing_VBG up_RP with_IN out_RP ,_, refuse_VBP play_VB super_RB frustrating_JJ','',negative
'by_IN out_RP now_RB rt_RT','',positive
'want_VBP hot_JJ on_IN','',positive
'read/listen_VB in_IN latest_JJ of_IN :_:','',positive
'join_VB of_IN in_IN','',positive
'also_RB added_VBD latest_JJS from_IN called_VBD','',positive
'want_VBP hot_JJ on_IN','',positive
and_CC,'',positive
'stab_VB would_MD hurt_VB less_JJR','',negative
'by_IN out_RP now_RB rt_RT','',negative
'for_IN go_VBP :_:','',positive
'want_VBP hot_JJ on_IN','',positive
'of_IN should_MD be_VB ,_, ,_, ,_, ,_, and_CC thx_UH','',positive
'want_VBP hot_JJ on_IN','',negative
'want_VBP hot_JJ on_IN','',positive
'on_IN -_:','',positive
'huge_JJ on_IN among_IN hardest_JJS working_VBG stand_VBP up_RP &_CC be_VB counted_VBN','',positive
'want_VBP hot_JJ on_IN','',positive
'hits_VBZ of_IN','',positive
'not_RB sure_JJ how_WRB came_VBD across_IN but_CC how_WRB specific_JJ can_MD get_VBP','',neutral
welcome_VB,'',positive
'do_VB not_RB look_VBP fun_JJ','',positive
'want_VBP hot_JJ on_IN','',neutral
'will_MD perform_VB at_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'trending_VBG what_WP','',positive
@_IN,'',negative
'rejoice_VBP has_VBZ slick_JJ new_JJ','',positive
'&_CC will_MD at_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'-_: @_IN ,_, ,_, ,_, more_JJR in_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',neutral
'w_IN from_IN high_JJ live_JJ','',positive
'looking_VBG join_VBG &_CC','',positive
'by_IN out_RP now_RB rt_RT','',positive
'pre-order_VB for_IN','',positive
'wow_UH just_RB slayed_VBD with_IN releasing_VBG next_JJ','',positive
'so_RB enjoyed_VB will_MD be_VB sure_JJ watch_VB \"_\'\' \"_\'\'','',positive
'loving_VBG sunny_JJ by_IN','',positive
'will_MD host_VB free_JJ @_IN','',positive
'new_JJ \"_\'\' \"_\'\' available_JJ now_RB for_IN digital_JJ','',neutral
'on_IN -_:','',neutral
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
'want_VBP hot_JJ on_IN','',positive
