@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'johnny on the spot #johnnydepp #tiff15 #tiff24','',positive
'my role model i could not wish for a better person to share this moment with #tiff15 #eyeoncanada #film','',positive
'catching on the way into freeheld world premiere #sheridangradsattiff #tiff15 ^mi','',positive
'at #tiff15 party','',neutral
'... in all her glory ! x #ismileback #sarahsilverman #tiff15',x,positive
'\" go make some movies . tell your stories please ! \" - #tiff15 #room','',positive
'best . day . ever . met #johnlloydcruz at the #tiff15 . he was great in it as usual & wonderful , awesome guy . love him ! ? ?','',positive
'thanks for a sick pic fam #tiff15 #tiff24','',positive
'how to achieve @katemara\'s #mandown look from #tiff15 :','',neutral
'#tiff15 she\'s alive ! ! ! ! ! 😉 donny miss the world premiere of #howheavythishammer',😉,positive
'q+a for amazing and intense canadian co-production film room #tiff15','',positive
'\" it\'s about doing something that you\'re proud of . \" - #elisabethmoss on her latest film \' truth \' . #tiff15','',positive
'tomorrow just after 7am on christopher plummer talks to about his role in \' remember \' #tiff15','',neutral
'i can smell the excitement in the air ! #itsamadhousehere #highrise #tiff15','',positive
'taking in tiff at the ! #tiff15','',neutral
'day 7 of #tiff15 at the #vsr (@ elgin and winter garden theatres in toronto , on )','',positive
'great smile from abraham attah of beasts of no nation at our #lathq at #tiff15 . #latimes #beastsofnonation','',positive
'for you #tiff15','',positive
'#johnnydepp and #dakotajohnson take the stage at the #blackmass premiere ! #tiff15','',positive
'just hobnobbing with the mayor and his wife . #tiff15 #hobnob','',positive
'an incredible story . everyone should see this ! #trumbo #tiff15 #tiff2015','',positive
'playing hooky ( does it count when i\'m the boss ? ) with a double dose of . #tiff15','',positive
'it\'s an art . #tiff15 #fashionights also , channeling #helloexperience with this piece from mexico ?','',positive
'best #tiff15 party to attend we got it all going on #whiteslive #lovemyjob !','',neutral
'it\'s the most wonderful time of the year ! #tiff15','',positive
'. @camintdentistry\'s cindy left nightguard impression gunk in my stubble . but her cleaning gave me tiff teeth ! #tiff15','',positive
'night 2 #tiff15 at the premiere of \" septembers of shiraz \" to see amazing clients alon aboutbul and','',positive
'winter on fire : ukraine\'s fight for freedom director in a #freesenzov shirt at his #tiff15 premiere .','',negative
'tomorrow ! #roomthemovie premiere #tiff15 love knows no boundaries ? ?','',positive
'sales “ : stop by the celebrity arch & hop in a 2015 #mustang . star in your own movie ! #tiff15','',positive
'sipping drinks at the pre-party before the big premiere last night . #hyenaroad #karlcampbell #paulgross #tiff15','',positive
'love tiff ? love thrillers ? tweet #samsungtiff15 for a chance to win tickets to eye in the sky on sep 12 : 15am','',positive
'italian hub industry center looking great ! #exitentrancemovie #tiff15 #tiffshortcuts #film #italy #corto','',neutral
'tom hardy in the rain #tiff15 #tiff40 #toronto','',positive
'#karlcampbell at the #cfcbbq with reporter . #tiff #tiff15 #hyenaroad #paulgross','',negative
'we are getting ready for #tiff15 , are you ? #tiff #notable #catering','',positive
'solo rider for \' spotlight \' #tiff15','',positive
'join us tonight 7pm sharp for the premiere of #lagiubba . the film is 60mins then a party 8-10 . #tiff15 cc','',positive
'my family & i with #davis academyaward winning director #henamedmemalala #tiff15','',negative
'\" please do not walk down the escalator . \" #stagnant #thrill #tiff15','',negative
'some of the people waiting for the hopes of meeting the ultra cool #tiff15','',positive
'despite a rainy night it\'s a full house in our lobby for happy hour #tiff15','',positive
'great photoshoot today at ahead of #tiff15 #nkprit15','',positive
'premiere of john crowley\'s brooklyn #tiff15','',neutral
'icymi : george clooney doodled sandra \' sandy \' bullock\'s outlook on life at #tiff15 over the weekend #ourbrandiscrisis','',positive
'helen mirren #ellefannning & in world premiere of #trumbomovie ? ? #trumbo #tiff15 #tiff40','',neutral
'uncle apichatpong 😃 #tiff15',😃,neutral
'the early bird gets the #fun ! great meeting you ! #reelisrael at #tiff15','',positive
'#samsungtiff15 is here & we\'re live broadcasting from the red carpet . be apart of the action on 09/11 @ 8 👨 0 pm est','',positive
'event details : 40th toronto international film festival - #tiff15','',positive
'gang is all here for #anomalisa #tiff #tiff15','',positive
'it\'s not every day u meet a princess & musical genius ! , #princessshaw & #reelisrael #tiff15','',positive
'. as your unofficial canadian correspondent , here\'s natalie portman ( and me ) . #tiffsoir ée #tiff15','',positive
'director amy berg , producer alex gibney here along with joplin\'s sister laura and brother michael . #janis #tiff15','',positive
'day 6 of #tiff15 - i woke up like this .','',neutral
'amy director kicking off the day onstage with at #tiff15 doc conference','',positive
'come visit our photo booth at #actragetsloose ! #canada more than just snowshoes and skis #tiff15','',positive
'feel free to join us at the 6th floor for this first edition of #shootthebook in toronto #tiff15','',positive
'. met ur journalist staying in my condo ! lemme know if she wants a local guide or correspondent ! #tiff15','',positive
'\" i feel like i should have dual citizenship \" : warm welcome for #kristenstewart at #tiff15','',positive
'congrats on your debut at #tiff15 ! what a powerful film , you\'ve done proud !','',positive
'hey look ! it\'s eric bana ! #tiff15 #etalktiff #brandonwalsh4eva','',neutral
'the cast . #tiff15','',neutral
'#tiff15 is happening i was there','',positive
'i\'m all the way at the back , but i\'m in a cinema w/ jonnie to on stage so colour me stoked af . #tiff15','',positive
'... and is celebrating its 40th anniversary in style at ! can not wait for #tiff15 ! x',x,neutral
'hey guys i just won #tiff15 #keithrichards','',positive
'do not miss tonight ! start an eve tab to skip the ticket fees & line at the door . #tiff15','',positive
'caught a ford hybrid to the elgin theatre to catch disierto film #tiff15 #tiff2015','',positive
'#tiff15 | @rockitpromo\'s tastemakers lounge presented by sorel & elle canada #tastemakers15','',negative
'#tiffshortcuts prog . 7 directors on stage with ! #tiff15','',positive
'world premiere of colonia with emma watson #soexcited #tiff15','',positive
'thanks to global ambassador for chatting with me today about their #tiff15 event plans !','',positive
'launched on #forcefriday , has pens . ? ? #nkprit15 #makeyours #tiff15','',positive
'presents \' the cuckoo \' to international producers at #shootthebook #tiff15','',positive
'brave shores #fmh6 #rockittiff #tiff15 ( at in toronto , on )','',positive
'celebrating the start of #tiff15 at the beautiful ! #ciaoovest #ovestto','',positive
'getting my now famous neck pimple covered up at #tiff15','',positive
'so the first two episodes of #heroesreborn are premiering at #tiff15 . that\'s different .','',positive
'. captures #trumbo\'s playing for @jaylclendenin\'s polaroid . #tiff15 #lathq #bryancranston','',positive
'taking it in . ? ? ? ? #tiff15','',neutral
'selection of the day #tiff15 #midnightmadness','',negative
'current off sale #tiff15 films','',neutral
'casual drinks turned into joining the band . thanks to for the cheering #tiff15','',positive
'his nux was more sympathetic , soundtrack was awesome and author does a great q&a ! #tiff15','',positive
'the fabulous #tonicollete of miss you already being shot by at our photo studio at #tiff15 . #lathq','',positive
'great time at #tiff ! ! favs were #unplusune and loved them ! #samsungtiff15','',positive
'take some time off from the #tiff15 frenzy & grab a drink or 4 on #kingstreet . \" tiff15 \" gets $10 off your eve tab .','',positive
'preparing all my senses #sensorium #dome #tiff15','',positive
'#tiff15 day 2 ( sep 11 ): elizabeth olsen and tom hiddleston are good lookin \' at the i saw the light screening','',positive
'tix still available for 19th sept show #eyeoncanada #tiff15 #exitentrancemovie #art','',positive
'fantastic panel w/ , & other powerhouses diving into unconscious bias in the media . #tiff15','',positive
'the new cast of #90210 with brandon #tiff15 #cdnfilm #s2r','',neutral
'another night of placecards : james franco at the head table for tonight\'s ambi gala . #ambigala #tiff15','',positive
'up next at #tiff15 ...','',neutral
'set up complete ! stop by starting tomorrow at 4 pm at david pecaut square for some beauty treats . ? ? #tiff15','',positive
'such a lovely chat with three amazing women for the fantastic . #tiff15','',positive
'. of #spotlight quickly rests before sitting for an #latimes portrait . #tiff15 . #lathq #lievschreiber','',positive
'sunset on festival street #tiff15 #sheridangradsattiff','',positive
'had a fun visit from the girl in the photographs gang at #lathq at #tiff15 today ! #thegirlinthephotographs','',positive
'a peek at the gorgeous illuminating lights inside the star-packed #tiff15 #hfpa last night','',neutral
'5th movie of #tiff15 today ! can not wait to see this book come to life #tiff40 #room','',positive
'the french director mariette monpierre won best pitch&audience choice awards at the bigpitch #tiff15','',positive
'monday . tiff . flying off to more parties . #tiff15','',positive
'graced the red carpet as she premiered #beebaboys at #tiff15','',positive
'#contest | celebrate #tiff15 with moët & chandon . enter to #win your very own #moetmoment !','',positive
'fuck off rt : matt damon says he\'d love to see in world series #tiff15','',positive
'the journalists who uncovered the scandal that shook the catholic church & the subjects of #spotlight . #tiff15','',negative
'jia himself and sophia chang #tiff15','',positive
'words of wisdom #makeyours #crosspens #tiff15 #nkprit15','',positive
'yesterday at the #cfcbbq ! #tiff15','',positive
'q&a with director and cast of james white #tiff15','',positive
'who would have thought ? common & cary elwes sharing a stage . love it . #beingcharlie #tiff15','',positive
'another day , another #exitentrancemovie fan #tiffshortcuts #tiff15 #eyeoncanada','',neutral
'last of our five-film #tiff15 fest was a patch of fog , an irish film about the perilous consequences of shoplifting .','',neutral
'sat down with penelope cruz yesterday to discuss motherhood and mortality . #tiff15','',positive
'thrilled to start training this wkend ! 21 days to festival & staff orientation is almost here #tiff15','',positive
'apparently i just saw darryl dickson ? #tiff15','',positive
'congrats and cast/crew into the forest . a great show of canadian talent . #canadianpride #tiff15','',positive
'thank you for letting me take over for #tiff15 festival street ! i had a blast ! #sheridangradsattiff','',positive
'ottawa based at today\'s . love the old school hollywood feel ! #tiff15 #stylistsuite','',positive
'the only beauty tools & i trust are ? ? #tastemakers15 #tiff15','',positive
'the cast of #iamcharlie w/director #robreiner at #lathq at #tiff15 .','',positive
'\" a tale of love madness and death \" @ #tiff15 #shortcutstiff','',negative
'stunning in well done #beebababe ! ten best looks from #tiff15','',positive
'official pictures at #tiff15 with ... what a great man 😃',😃,positive
'honored to spend my final meal at #tiff15 with at his favorite haunt .','',positive
'. @sangita_patel\'s top beauty tips for #tiff15 include extraordinary oil and ...','',positive
'thanks ! ! this brings my excitement to fever pitch ! #tiff15 cc','',positive
'how many awesome artists does it take to finish a wine bar ? #tiff15','',positive
'erik matti\'s last movie made it to netflix . i am guessing this one will too . it\'s certainly a tell-all movie . #tiff15','',positive
'speeches from #tiff15 canadian filmmakers party','',positive
'barenaked ladies are legitimately the forever indie kings of the toronto music scene . #tiff15 #fmh','',positive
'#tiff15 michael moore being interviewed on latest film .','',neutral
'tonight at 6 on : #tiff15\'s $600 drink ! explains why this celebrity cocktail is so expensive','',positive
'\" it\'s about the visions of my childhood . \" on bunny #tiff15 #tiffshortcuts','',positive
'#tiff15 welcome to toronto all tiff lovers . celebrate with best chocolates .','',neutral
'so great to finally meet my future husband tonight . can not wait to see the movie tomorrow ! ! #tiff15','',positive
'#karlcampbell brought his friend to the world premiere of #hyenaroad at #tiff15 directed by #paulgross','',positive
'and another good one : with top dog cameron bailey at shindig #tiff15','',positive
'so it begins ! #tiff15 #makeitrain','',positive
'first movie kiefer and donald have ever been in together #forsaken #tiff15','',positive
'lucky man at the party during #tiff15 with our beauties &','',positive
'#hair and #makeup for actress #suzannecl ément tribute #maisonbirks #birkstribute #tiff15 ? ? georgepimentel','',neutral
'i forgot my lipstick but has me covered ! #lorealtiff #tiff15 . next up #thedressmaker','',neutral
'. thanks for making ticket pickup such a smooth process ! = getting excited . #tiff15','',neutral
'talking #benjamin with live #tiff15 #tiff50','',positive
'this fine gentleman makes a refreshing cocktail at #tastemakers lounge . welcome to #tiff15 everyone .','',positive
'#austinmacdonald with friends at #setonking #karyzmaagency #tiff15 #king1attire #beard #styke','',positive
'#birks #tiff15 event at #breitling with','',neutral
'was great meeting tom hardy , star in #madmax at #tiff15 . i think he knows where malawi is hahaha','',positive
'. of #desierto smiles for @jaylclendenin\'s camera at #lathq at #tiff15 . #latimes #gaelgarciabernal','',positive
'always fun w/ ! ! at #tiff15 for #mississippigrind - hear it on w/ &','',positive
'the dream team . #karlcampbell at a event . #tiff15 #hyenaroad #paulgross','',positive
'weekday festival sights . #tiff15 #tiff40 #tiff #movies #filmfest #toronto ? ? ? ? ? ? ? ? #hipstamatic #leonard #indio','',positive
'exit/entrance will have its uk premiere at #film #short #eyeoncanada #indie #art #tiff15 #tiffshortcuts','',positive
'crowdest stage at southbound and it\'s great crew and actors #tiff15','',positive
'#desierto the best film i\'ve seen so far ! even from the very back row . #tiff15','',positive
'#tiff15 #actorslife 😃 what a blast ! ! ! ! ! 😃','😃 😃',positive
'last platform film of #tiff15 (@ visa screening room #tiff - in toronto , on )','',neutral
'bouquet of ... great party during #tiff15 #toronto #social #lifestyle','',positive
'rockin \' that red carpet at the #hyenaroad world premiere last night . #paulgross #tiff15 #toronto','',positive
'. rocked it in head to toe gold at #tiff15 for #youth . love her look by , do not you ?','',positive
'getting fired up to see as mary bulger tonight in #blackmass at #tiff15 .','',negative
'krusty the cone . quick #tiff15 pit stop at sweet jesus . #askanyonewhoknows . ? ? ? ?','',positive
'no night of the fest would be complete without my #tiff hubby , #eryday #tiff15 #birkswomeninfilm #tiff40','',positive
'so this is what it\'s like to get tickets when you do not work there anymore ... #longestvirtualcue #tiff15','',positive
'the colour riche lipstick in red passion & gold reflected at the #lorealtiff lounge #tiff15 #tiff40','',neutral
'with #johnlloydcruz for #tiff15 honor thy father','',positive
'quite the early start at #tiff15 today , but all worth it for this little gem #thegooddinosaur','',positive
'want to look your best for ? you know where to come ! your chair\'s waiting . #tiff15','',positive
'eddie redmayne telling how he prepared for his role in the danish girl #tiff15','',neutral
'or the gouda father #starringcheese #tiff15','',neutral
'high rise q&a #tiff15 #highrise','',positive
'come see me #tiff15 #actragetsloose rockin the #actra party #artist glad the bar hides my flats 😉',😉,positive
'thanks #sarahsilverman for the fabulous interview today #tiff15 #oscariscalling','',positive
'#tiff15 #borntobeblue ( chet baker ) after party . fingers . crossed for a deal ! ! !','',neutral
'it\'s on . man down #tiff15 #shialabeouf','',negative
'premium . #tiff15','',positive
'check out #karlcampbell chatting it up at chch about #hyenaroad and more ! #tiff15 #paulgross','',neutral
'ready for a late #tiff15 thriller from britain .','',positive
'. live in studio talking #damien #tiff15 #tiff40','',positive
'finishing up , asaaf thanks the crowd . #sheridangradsattiff #tiff15','',positive
'thanks #tiff15 , , , , , & !','',positive
'#paulgross and #karlcampbell at the #hyenaroad premiere after-party of its world premiere at #tiff15 . #toronto','',negative
'morning coffee anyone ? #exitentrancemovie #tiff15 #tiffshortcuts #film #art #film #eyeoncanada','',positive
'a day closer to world premiere gettin\'some fans\'love #exitentrancemovie #tiff15 #tiffshortcuts','',positive
'#tiff15 met and hooked him up with a priority ticket to meddler ! amazing ! #heroes !','',positive
'serving \' top shelf \' smoothie goodness all day , erry day . best #tiff15 fuel up .','',positive
'#dothedaniel x #tiff15 | presented by scotiabank with audi #producersball',x,neutral
'cinephiles already starting to line up for single ticket day #tiff15 #exitentrancemovie #art','',positive
'con apichatpong #tiff15','',positive
'amanda strong talks cyclical narratives & finding her connection to indigenous ways of storytelling . #tiff15','',neutral
'scenes from a dinner party with eddie redmayne . my latest : #tiff15','',positive
'people lined up to see freeheld #sheridangradsattiff #tiff15 ^mi','',positive
'#katewinslet never ceases to amaze us on the red carpet ! rt if you\'re loving her #tiff15 look .','',positive
'ryan reynolds signing for fans . #tiff15','',positive
'here\'s director robert budreau , and ethan hawke following the #tiff15 screening of #borntobeblue','',neutral
'all-star cast of hit movie hairspray danced & sang their way through our streets #filmedintoronto #tiff15 #topoli','',positive
'wondering what you\'ll see on the red carpet tomorrow at #tiff15 ? we\'ve rounded up trends !','',positive
'#tomhardy and at the premier of #legendfilm #tiff15','',positive
'#juliannemoore chance encounter #tiff15','',neutral
'here for #tiff15 huge line up ! (@ ryerson theatre - )','',positive
'let\'s get #tiff15 started . lunch at ! (@ luckee restaurant and bar - )','',neutral
'the party is officially on fire with #tsob #makeitrain #tiff15','',positive
'. pre-red carpet chaos here at #tiff15 #lorealtiff','',neutral
'so grateful to have met you tonight . you inspire us in our filmmaking process everyday ! #tiff15','',positive
'? ? #tiff15 preview w/ #expstyle (@ the addisons residence - )','',neutral
'i thought that was beebs at first . #tiff15','',negative
'all the way from the netherlands . visit #cometogether #bluejays #familyholiday','',positive
'and this has been another edition of \" kevin pillar hitting in the highest leverage situation of the game \" #bluejays','',positive
'for some reason , three people have talked to me about the #bluejays since i landed ... ? ? ? ?','',negative
'#tbt with #dunedin #springtraining #florida #bluejays','',positive
'#bluejays sweep of yankees proves tulowitzki loss can not stop off(via )','',positive
'did not mark shapiro star as the bad guy in that patrick swaze movie ghost ? #bluejays ( that\'s tony goldwyn )','',positive
'go jays go ! #cometogether #bluejays','',positive
'when you wake up in a good mood but then remember the #bluejays lost 10-2 to f***ing baltimore last night ...','',negative
'as they say , that\'s the ballgame ! 12-4 #jays #bluejays #cometogether #wethenorth #ilovethisgame','',positive
'let\'s go jays ! #cometogether #bluejays','',positive
'love the jays . #cometogether #bluejays','',positive
'i know it\'s only wednesday night but … #bluejays','',positive
'do not be sad . i love you all . #bluejays #cometogether #mvp','',positive
'next buck showalter on the o\'s 10-2 win over the #bluejays w/ &','',positive
'heads up aggressive play by tagging up & scoring from 2nd base with the 2nd out . #jays #jaystalk #bluejays','',negative
'this one is for buck martinez . #bluejays #sportsnet','',positive
'live joins & from boston to talk #bluejays #redsox','',positive
'where can up take you w/ its long layover ticket ? right to the exhilaration of a #bluejays game ! photo : a . gallardo /ap','',positive
'catch all action on our tv’s with $5.75 20oz rolling rock wednesday\'s #bluejays #mississauga #rollingrock','',positive
'sold out night at the nat as the take on the ! #bluejays #rockies #milb','',positive
'a nice #longweekend means games with family #toronto #bluejays #gojaysgo #labourday #labordayweekend #blog','',positive
'#cometogether #bluejays #celebration 25th wedding anniversary . happy hubby','',positive
'mommy and son day ! #bluejays #tdtuesday #happylabourday','',positive
'go blue jays go ! ! ! #cometogether #bluejays #hugefans','',positive
'starting to get #bluejays fever ! photo of mine from a few years back @ lynde shores , whitby . go jays go !','',positive
'this little man loves his jays . #tdtuesday #bluejays','',positive
'let\'s go blue jays ! #tdtuesday #bluejays','',positive
'gotta say , @greggzaun\'s suit tonight was pretty great . #bluejays #cometogether','',positive
'what , did josh donaldson go on vacation in june ? via . #bluejays','',positive
'next tsn baseball analyst steve phillips joins & #bluejays #redsox','',positive
'last #weekend of #august , let\'s make it count #kwawesome #toronto #waterloo #bluejays #theex #cne2015','',positive
'love the way the way the ballpark looks under the lights #bluejays','',positive
'forever ! he had enough . #baustistasaidno #bluejays','',neutral
'#bluejays for the #win ! #bluejaysnation #baseball','',positive
'#oldmanhawkins sees the #angels whippersnappers trying to chip away . he wo not make it easy . #getoffmylawn #bluejays','',positive
'vs of at #finally . #cometogether #bluejays','',positive
'let\'s go #bluejays #tdtuesday','',positive
'third year anniversary ! ! ! surprised with tickets ! ! ! ! ! ! ! ! ! ! ! #cometogether #bluejays #gojaysgo','',positive
'went to visit my parents this evening . no-one\'s too old to be forced into having their picture taken . #bluejays','',positive
'#jd last night during warm ups , #bluejays','',positive
'next with his take on the contributions of #bluejays ben revere & anthony gose','',positive
'i do not know how to feel ... #bluejays #starwars #nerd','',positive
'en route to game to see go for another w . i\'m late , but i\'ve had pretzels & beer . #bluejays','',positive
'[ ml 😎 tor @ nyy , in progress : 0 - 5 ( via ) #mlb #rockinsportz #bluejays #yankees','',negative
'wanted : blue jay tickets vs boston . call norm toll free 1-866-866-4106 #bluejays #cometogether #cbhfm #stmaryson','',positive
'our first place #toronto #bluejays #jays #jaystalk #mlb #thisteam','',positive
'september in 1st place means #bluejays car flag time . do not judge .','',positive
'david price with some long toss #bluejays','',positive
'and that\'s the ballgame ! 9-2 jays ! ! ! #bluejays #cometogether #wethenorth #fearthenorth #ilovethisgame #jays #sweep','',positive
'#buckmartinezsexualdrinkinggame \" i\'m tired of stopping at 1st base \" ~ tabby * drink * #bluejays','',positive
'let\'s go blue jays ! #tdtuesday #bluejays','',positive
'look up . waaaaaaaaaay up . #bluejays','',positive
'the crew at the games . perhaps the best tickets you can get . #startup #bootstrap #bluejays','',positive
'non-igers : i\'d just like to say i tweeted this after tulo\'s first at bat . you\'re welcome . #tulo #bluejays #tulolerud','',positive
'thanks for signing our hats . you\'re one of the 1st #bluejays my son knew by name . he was happy to meet you .','',positive
'$3 beers and the next mvp of the #mlb #happyhour #bluejays #vancitydrinks #drinklocal #craftbeer','',positive
'all set to catch the #stroshow friday . is he #toronto\'s next pinball ? #bluejays #cometogether','',positive
'i\'d love to win the #tdtuesday comfort zone contest ! pick me ! #bluejaysspirit','',positive
'ik the jays acquired this guy but he rly needs to hit the gym if he can start this year #bluejays','',positive
'wow ! we get mercy\'d in our 1st slo-pitch playoff game ... and i come home to a #bluejays beat-down . not a great night !','',negative
'they opened the dome to let a little rain in . ? ? ? ? ? ? ? ? #bluejays','',neutral
'that\'s what i\'m talkin \' about ! advantage donaldson . #bluejays #jd4mvp ? ? ? ? ? ? ? ?','',positive
'#manbun is coming along nicely . #bluejays #mvp #tsls','',positive
'this team is insane ! #bluejays #sweep #homerunmachines','',negative
'packed house for the #bluejays this afternoon . #letsgobluejays','',positive
'#happybirthday to my handsome boyfriend who turns 34 . #bluejays #birthday #34 #birthdaycake ? ? ? ?','',positive
'tigers \' pitcher guido knudson\'s favorite food ? swedish meatballs ! #bluejays','',positive
'is using the low east moon gravity for extra dance on the #knuckleball tonight . #gojaysgo #bluejays','',positive
'way to go donaldson ! go jays ! #bluejays #baseball','',positive
'it was great to see tonight , gracious and as nice ever . thank you , #bluejays #goldglove','',positive
'i do not know who created this , but it\'s golden ! thanks for sharing 😃 #bluejays #cometogether',😃,positive
'#bluejays it\'s our 18th anniversary 22 years together that\'s half my life 😃 section 119 row 25 seats 10-11',😃,positive
'en route to #bluejays game in my new authentic canada jersey #stylingandprofiling #joeybats #cometogether','',positive
'here\'s looking at you #bluejays fans ! #cometogether . #stylinandprofilin #wooooo','',neutral
'#cometogether #bluejays with my buddy','',positive
'hot day in texas , relaxing after his birthday w #respect #bluejays #cometogether','',positive
'let\'s go blue jays ! #cometogether #bluejays','',neutral
'\" hey , was right ... this popcorn is pretty good ! \" 😉 #lovethesegirls #bluejays #isdavidpriceeverwrong ? ! ?',😉,positive
'its baseball game night w/ & on hutch\'s rough night so far #bluejays','',neutral
'c\'mon boys , do your thang ! #bluejays #cometogether #wethenorth #ilovethisgame #jays #22daysbluejays','',positive
'#bluejays got me like','',neutral
'we\'re heading to a game tonight ! #toronto #bluejays #baseball #ontario #radiotour #dayoff #stoked','',positive
'#bluejays #homemade #1staleast #tshirtdesign happy birthday david you have a fan for life ,','',positive
'#tbt with #stro #st2015 #bluejays #dunedin','',positive
'chew on this , new york #yankees ! #jd4mvp #edwing #bluejays','',positive
'\" that indian fella was right you do have nice hair . so winter jackets to stop isis huh ? thats a new one \" #bluejays','',positive
'the boys running the bases ! what a game ! #cometogether #bluejays','',positive
'might be time to bring my 92 world series championship mug home from the cottage ? ? #bluejays #baseball #luckymug','',positive
'he does it again ! ! bautista bomb ! ! ! #bluejays #joeybats','',positive
'i think the need to call up this fella .... #bluejays','',positive
'for all the #biebermyballs shirts you gave out , we\'ve got one for you ! send us a dm ! #6ctober #bluejays','',positive
'at ye auld #bluejays game with the sis !','',neutral
'you #bluejays fans are too nice , look @ all those rts & ? s ! even rt\'d me ! ! #cometogether','',positive
'#shareacokewithjays #bluejays luke bought a visor because it was under $20','',positive
'how about our blue jays ? ? #gobluejaysgo','',positive
'#edwinencarnacion #cliffpennington awesome homers boys ! 4-0 #jays ! #bluejays #cometogether #22daysbluejays','',positive
'let\'s go ! #bluejays #cometogether','',positive
'appropriate use of resources at a henna party . #hookedonafeeling #bluejays #cometogether','',positive
'need to bring these uni\'s back as their 3rd jerseys #cometogether #letsgobluejays','',positive
'#bluejays (@ rogers centre for toronto blue jays vs baltimore orioles in toronto , on )','',neutral
'from my seat at rogers centre . #skydome #theroofisopen #bluejays','',positive
'at #rogerscentre watching 1st ever baseball game . the stadium is superb . #bluejays','',positive
'celebrating our 11th #wedding #anniversary i got my wife a hair dryer & she got me a #toronto #bluejays t-shirt #jays','',positive
'at our first game ever from #yyc #cometogether #bluejays','',positive
'love . ---> via #bluejays','',neutral
'4 runs in the first and pitching ? ! #bluejays #cometogether','',positive
'#tbt #bluejays #curveball one of my favorite pictures this season .','',positive
'let\'s go blue jays ! #tdtuesday #bluejays','',neutral
'at the game go #bluejays go ! !','',positive
'9+ hrs of baseball and rain enjoyed #bluejays','',neutral
'and that\'s the ballgame ! my boy . drove in his 100th rbi ! #bluejays #wethenorth #this #cometogether','',positive
'time to start another win streak ! #cometogether #bluejays','',positive
'this lineup though ! ! ! #bluejays #cometogether #torvlaa','',positive
'next we hear from john gibbons on the #bluejays extra innings win vs the #redsox','',positive
'they are opening the lid ! #bluejays','',neutral
'toronto : home of the best team in baseball ! ! #torontobluejays #baseball','',positive
'ur pano goals #cometogether #shareacokewithjays #bluejays ? ? ? ?','',positive
'0.5 games out of first ! ! ! back to the top today ! c\'monnnn cleveland ! ! ! ? ? #bluejays #cometogether','',positive
'next we hear from josh donaldson on the #bluejays win vs the #redsox','',neutral
'do not stop now boys #draftkings #bluejays $$$ #dfs','',positive
'let\'s go #bluejays #tdtuesday','',positive
'finally ! the next two months are going to be so much fun . thank you , alex anthopoulos ! #bluejays','',positive
'awesome pic of ! rt : pitches gem in #bluejays win .','',positive
'#cometogether #bluejays let\'s do this !','',positive
'next drew hutchison on the #bluejays 10-2 loss to the o\'s w/ &','',positive
'ever wonder what a #bluejays game looks like from the #cntower ?','',positive
'up in the 500s today to watch a home run ! #bluejays','',positive
'ready to watch the dominate the ! ! #baseball #toronto #bluejays','',positive
'#bluejays #cometogether jays game with the fam jam !','',positive
'#torontobluejays .. do you think the cleveland indians packed oven mitts today ? ? the jays are hot ! ! ! #cometogether','',neutral
'early morning to see this man pitch ! #bluejays #cometogether #redjersey','',positive
'my current al mvp ballot . #mlb #bluejays','',positive
'excited to see this guy pitch today . #bluejays #firstplace','',positive
'sell out on baseball day in canada #bluejays #cometogether','',positive
'1st 150 retweets can win an 8x10 photo signed by #bluejays #worldseries champ and #goldglove winner , #devonwhite .','',positive
'the fan base will be larger than normal for the next three days . #bluejays','',positive
'you love the jays , and so we have a hot tee for you ! dm us and we\'ll get one to ya ! #6ctober #bluejays','',positive
'superman i mean with a jack #bluejays #boomski','',positive
'with hutch . #bluejays #curveball','',positive
'jd was checking out the crowd during a pitching change today . #bluejays #mvp','',neutral
'next w/ & on the #bluejays loss to the #redsox','',neutral
'rewatching the 15-1 beat down the #bluejays did today again , and again . each time ill be like ....','',positive
'when the going gets tough , the tough gets goins ! ? ? ? ? ? ? ? #letsgobluejays #cometogether','',positive
'wowww ! ! ! three for #edwing ! 90 rbis ! he passes bautista is and has the fifth highest total in the majors . #bluejays','',positive
'not a bad month thus far eh #bluejays fans ? #mlb #jays','',positive
'it\'s a big series between #bluejays and #rangers , so and break it all down :','',positive
'#oldmanhawkins in for 7th to keep the #phillies whippersnappers honest . hope they\'re ready . #getoffmylawn #bluejays','',positive
'let\'s get it ! #cometogether #bluejays','',positive
'#bluejays fans . what if rogers centre had been built in #stouffville ?','',neutral
'#mmrsquad celebrating hard over the \' 5-1 win ! way to go fellas #bluejays #worldchamps2015','',positive
'#bluejays magic number : ( cc : )','',neutral
'my blue jays wall is starting to take shape ! #letsgobluejays','',neutral
'the family that cheers together ... cheers together 😃 #bluejays #cometogether #whalensintoronto #mypeeps',😃,positive
'jose bautista just followed me back ? ? ? ? ? ? #fanboy #letsgobluejays #cometogether','',positive
'let\'s go blue jays ! ! #cometogether #bluejays #sundaygame','',positive
'so happy i got to see pick up win no 100 today ! #congratulations #cometogether #bluejays','',positive
'let\'s go jays ! #cometogether #bluejays','',positive
'ha . made me laugh ! #cometogether #bluejays','',neutral
'can not complain about the 500 level when you have 1st row ? ? #bluejays','',positive
'my gosh josh donaldson , homerun #bluejays','',neutral
